time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,1,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-71.9101406006568,-1.5383463762074645,-13.135545124361219,100,-100,100,0.5,2.8,30,1,0,1,10,15,12,13.5
1,1,0.978144347667694,0.92721962928772,353.920523166656,0.994801223278046,15.2306241989136,1.5314066775247037,14.221197323781581,0.994375943796752,-0.10590789582613176,0.10590789582613176,0.994375943796752,83.85380001439673,6.146199985603275,0.8034142684150645,1.0057322584190653,17.809436331400885,25.222414234355398,100,38.434922986375156,32.802822339228385,0.5,2.8,30,1,0,1,10,15,12,13.5
2,1,0.94832456111908,0.972415328025818,348.761708259583,0.973204433917999,16.0263938903809,2.9582711320442345,14.760471587087945,0.9808251261797276,-0.19488989674819343,0.19488989674819346,0.9808251261797275,78.6670149927903,11.3329850072097,1.553999121958153,3.919324447478748,45.125295119814815,100.08587460331188,100,100,79.27648178668913,0.5,2.8,30,1,0,1,10,15,12,13.5
3,1,0.844962358474731,1.51057577133179,349.158427238464,0.917307376861572,17.2234764099121,3.0265559842234504,15.418833910317085,0.9821510317408856,-0.18809399472155874,0.18809399472155872,0.9821510317408856,78.89462903669323,11.10537096330677,2.2130671824307697,3.993971300747274,44.918492969072744,100.38023272213141,100,100,78.65386629605312,0.5,2.8,30,1,0,1,10,15,12,13.5
4,1,0.653156161308289,2.51198482513428,349.168127059937,0.808459162712097,18.7443542480469,3.2030481208473667,15.913969298691315,0.9821828608174925,-0.18792771992541737,0.18792771992541737,0.9821828608174925,78.61996709605837,11.380032903941625,2.7331123357215006,4.33640299972621,43.39636131773262,100.24844072598442,100,98.93465103469863,74.65079423623185,0.5,2.8,30,1,0,1,10,15,12,13.5
5,1,0.383244186639786,3.92241549491882,349.16879940033,0.62693053483963,20.5108070373535,3.356572502443154,16.247077830713433,0.9821850659977628,-0.18791619443510074,0.18791619443510074,0.9821850659977627,78.32717500184488,11.672824998155122,3.0901813432348426,4.693437810988167,41.960795284720994,100.12234237347742,100,97.06321644020886,70.77996469867512,0.5,2.8,30,1,0,1,10,15,12,13.5
6,1,0.0522499047219753,5.65248394012451,349.169089317322,0.300050497055054,22.3483600616455,3.3807288040238364,16.351891552734166,0.9821860168422729,-0.18791122457030082,0.18791122457030085,0.982186016842273,78.31876642305859,11.681233576941409,3.1977149514158185,4.901716519157331,41.16810261600461,100.01151908221583,100,96.06101148564974,68.6113989783687,0.5,2.8,30,1,0,1,10,15,12,13.5
7,1,-0.32834056019783,7.64205694198608,349.169308662415,-0.256513833999634,24.1759662628174,3.1773922360652733,16.22588965469263,0.9821867362145027,-0.18790746447201895,0.18790746447201898,0.9821867362145027,78.92040549624662,11.079594503753384,3.0340653351820634,4.780074440960348,41.58320758387663,99.97345520034968,100,96.55062360244223,69.78220673306429,0.5,2.8,30,1,0,1,10,15,12,13.5
8,1,-0.740772902965546,9.79827499389648,349.169453620911,-1.31603825092316,26.4665260314941,2.567029102069771,16.47943823259949,0.9821872116178143,-0.18790497953599522,0.18790497953599522,0.9821872116178143,81.1460976752122,8.853902324787796,3.178175046237371,3.769234488412785,45.79997342842731,100.02062499390006,100,100,81.04609028929882,0.5,2.8,30,1,0,1,10,15,12,13.5
9,1,-1.19374990463257,12.1666193008423,349.169580459595,-2.41634845733643,28.3182239532471,1.8341106509506038,16.093635953032102,0.9821876275905549,-0.18790280521598735,0.18790280521598735,0.9821876275905549,83.49833957069555,6.501660429304451,2.6978109653328737,2.6510788933646743,52.2223983373541,99.7854963248214,100,100,97.02177577328712,0.5,2.8,30,1,0,1,10,15,12,13.5
