time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,0.1,1.00003349781036,0.928261935710907,0.0395646803081036,0.0,0.0,-0.9993922630639899,-0.9289522714114112,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201233945097,-132.90798766054903,-12.135545083913513,-695.9045960629728,-4.975783034718733,-131.35545083913513,100,-100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
0.1,0.1,0.998934030532837,0.927977800369263,359.507025063038,0.0,0.0,-1.0068813111863817,-0.9193486936512975,0.9999629855124975,-0.008603929621545403,0.008603929621545403,0.9999629855124975,-137.60187081591326,-132.39812918408674,-12.136544098500154,-693.2349833229322,-3.7877034014834374e-06,-9.979969435087707e-05,100,-100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
0.2,0.1,0.995067417621613,0.927507638931274,358.480316162109,1.00022315979004,14.9538383483887,0.3771375044552382,14.021260537322567,0.9996482729509234,-0.02652037681173277,0.02652037681173277,0.9996482729509235,88.45925561111217,1.5407443888878305,0.5263316570208669,8.067318755316172,42.34124329633433,127.49790481639994,100,100,62.093994077783385,0.5,2.8,30,0,0,1,10,15,12,13.5
0.30000000000000004,0.1,0.991327106952667,0.927028775215149,357.445107460022,1.00022315979004,14.9538383483887,0.6341534397714362,14.012469994852989,0.9990059732933891,-0.04457651090123848,0.04457651090123848,0.9990059732933891,87.40876945950176,2.5912305404982447,0.5268123941909657,13.56765138297799,0.22881248323785508,0.8733221682237516,100,38.447048838814084,-37.53179890586266,0.5,2.8,30,0,0,1,10,15,12,13.5
0.4,0.1,0.987910270690918,0.931005597114563,356.690148591995,1.00061810016632,15.0097827911377,0.8255344135927746,14.054558751517247,0.9983319043266526,-0.0577356805062457,0.0577356805062457,0.9983319043266526,86.63843211208045,3.3615678879195485,0.5787829292121689,17.601128302052352,0.3960064095614346,1.7079370488510135,100,50.07517206486945,-48.491146426623715,0.5,2.8,30,0,0,1,10,15,12,13.5
0.5,0.1,0.985834062099457,0.946335554122925,356.508170604706,1.00123536586761,15.0963459014893,0.87719608475661,14.122802733863452,0.9981434940359826,-0.060906200945723,0.060906200945723,0.9981434940359825,86.44580815162038,3.5541918483796167,0.6500187289887798,18.60970500053022,0.7605266167452467,3.367828347924808,100,53.6282272349751,-50.58612076799412,0.5,2.8,30,0,0,1,10,15,12,13.5
0.6,0.1,0.985907971858978,0.970111966133118,357.003433704376,1.00123536586761,15.0963459014893,0.7537709790037925,14.106117447286032,0.9986326694261743,-0.052276108833319124,0.05227610883331912,0.9986326694261743,86.94126606316198,3.058733936838024,0.6262422506983683,16.01549344209354,0.550377962072433,2.270300316977585,100,45.94413756200677,-43.74262571371705,0.5,2.8,30,0,0,1,10,15,12,13.5
0.7,0.1,0.987818777561188,0.991686940193176,358.363859891891,1.00225853919983,15.2122230529785,0.42046077014600897,14.214326174058195,0.9995923042264178,-0.028552151080444156,0.028552151080444153,0.9995923042264178,88.30568085362128,1.6943191463787173,0.7205434439668199,8.871434305166513,2.0549710645608257,6.456480458262195,100,28.94995818358789,-20.730073925344584,0.5,2.8,30,0,0,1,10,15,12,13.5
0.7999999999999999,0.1,0.991242647171021,1.02317428588867,0.317751854658127,1.00364768505096,15.3691854476929,-0.06715508427235356,14.345859344571616,0.9999846220014834,0.005545787640223231,-0.005545787640223231,0.9999846220014835,90.2682080386066,-0.2682080386066019,0.8460165251395235,-1.4043340062003804,12.074073228597612,18.721955343278808,100,20.21601123983416,28.08028167455629,0.5,2.8,30,0,0,1,10,15,12,13.5
0.8999999999999999,0.1,0.995592832565308,1.0766669511795,0.834859669208527,1.00596928596497,15.5728492736816,-0.20084177154247887,14.494794658111278,0.9998938441288915,0.014570534415314551,-0.014570534415314551,0.9998938441288916,90.79384701695656,-0.7938470169565619,0.9961860362651098,-4.1565732609081785,22.197526022092745,50.406340629344676,100,32.75664691364259,56.03345717472839,0.5,2.8,30,0,0,1,10,15,12,13.5
