time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,0.25,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-279.57966760948904,-3.136750629524613,-52.542180497854275,100,-100,100,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
0.25,0.25,0.996771514415741,0.9283447265625,358.965991973877,0.999997079372406,14.9588956832886,0.25641846751906816,14.02820801539071,0.9998371601205951,-0.018045864955262742,0.018045864955262742,0.9998371601205951,88.95281991414275,1.0471800858572493,0.5305513274980385,2.840716669418332,26.314583454663236,51.57065351688962,100,60.5831735836978,44.67516023495514,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
0.5,0.25,0.990512371063232,0.933071374893188,357.381767988205,0.999841630458832,15.1296434402466,0.6578312392292309,14.18132587251798,0.9989560843201735,-0.04568086688873869,0.04568086688873868,0.9989560843201735,87.34411614451021,2.6558838554897903,0.6965751307085934,5.291819598366768,1.983827409812585,4.976133434315569,100,18.78474969505212,-10.849440055801779,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
0.75,0.25,0.986535727977753,0.975261926651001,357.000299453735,0.999736845493317,15.2815780639648,0.7618430959770152,14.286022917081613,0.9986298082723833,-0.052330736951269226,0.05233073695126922,0.9986298082723833,86.9474299311713,3.0525700688287003,0.8063222279616244,6.120835456784575,4.789768151476828,12.78144534221838,100,26.717875581950466,-7.558802976043154,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
1.0,0.25,0.982849419116974,1.05287063121796,357.327383756638,0.999622285366058,15.4725484848022,0.689130345899073,14.403211103658482,0.9989122747784555,-0.04662903920232282,0.046629039202322815,0.9989122747784552,87.26073774535088,2.7392622546491197,0.9196876086200287,5.46566455502287,12.241927821268284,31.12837137714625,100,39.7877163966006,9.179994888472534,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
1.25,0.25,0.981804549694061,1.17656552791595,358.487674117088,0.999485850334167,15.6816940307617,0.40049451089014865,14.499609293329504,0.9996516704690237,-0.02639200122178142,0.02639200122178142,0.9996516704690236,88.41783237793922,1.5821676220607799,1.0051392793196072,3.03981223454836,25.571568454452287,51.39702205987107,100,59.65461116563998,42.63166265216917,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
1.5,0.25,0.981602430343628,1.31334376335144,359.118844032288,0.999106466770172,16.2119560241699,0.24661977803450646,14.896581231094054,0.9998817443897857,-0.015378466634843792,0.015378466634843792,0.9998817443897859,89.05152857144654,0.9484714285534608,1.398622543359549,1.7183252845472938,60.42283248296283,99.62120544331817,100,100,100,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
1.75,0.25,0.981023609638214,1.50169825553894,359.295566380024,0.998866736888886,16.5088691711426,0.20234558497456917,15.005817323010824,0.9999244212997503,-0.012294376289965875,0.012294376289965875,0.9999244212997503,89.22744325350112,0.7725567464988785,1.507181523101881,1.3547718112255758,64.87625997435,99.55434505623626,100,100,100,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
2.0,0.25,0.979981780052185,1.76540577411652,359.364185988903,0.998555362224579,16.8314533233643,0.185757658873787,15.06491380082606,0.9999384283955409,-0.011096820168670925,0.011096820168670923,0.9999384283955408,89.29355118396732,0.7064488160326761,1.566058998097338,1.2186235133998395,66.94013061230365,99.70762258408256,100,100,100,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
2.25,0.25,0.978986024856567,2.08882236480713,359.374737203121,0.998183071613312,17.2385711669922,0.18452023249053112,15.148637218565696,0.9999404549578069,-0.010912677891985925,0.010912677891985925,0.9999404549578068,89.30213473400158,0.6978652659984164,1.6497609649760552,1.2025702700107943,67.35207485988204,99.95761048768635,100,100,100,0.5,2.8,30,0.5,0.1,1,10,15,12,13.5
