time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,0.25,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-279.8696278538465,-3.135131074128132,-52.542180497854275,100,-100,100,0.5,2.8,30,1,0.1,1,10,15,12,13.5
0.25,0.25,0.996771633625031,0.928337216377258,359.081441700459,1.00034356117249,14.9491291046143,0.22834130637989347,14.018932847393229,0.9998714923775431,-0.01603117995360342,0.01603117995360342,0.9998714923775432,89.06684506637441,0.9331549336255875,0.5207923432279689,2.3129337229034093,28.265880459110395,51.44804681473805,100,63.007975342350335,50.055546494091246,0.5,2.8,30,1,0.1,1,10,15,12,13.5
0.5,0.25,0.991102993488312,0.933942675590515,357.562249422073,1.0012766122818,15.0172605514526,0.6091833887138541,14.070140066609534,0.999095022544509,-0.042533938528980846,0.042533938528980846,0.9990950225445089,87.5208596499338,2.479140350066203,0.5833215505112967,4.63806087982859,0.6687094826353156,1.587824000968458,100,14.323989428790682,-11.64915149824942,0.5,2.8,30,1,0.1,1,10,15,12,13.5
0.75,0.25,0.987060070037842,0.975552439689636,357.114455699921,1.00270771980286,15.1313123703003,0.7282423829197564,14.137023982923175,0.9987320899737621,-0.05034096201545439,0.050340962015454384,0.9987320899737621,87.05112148614018,2.9488785138598246,0.65576857899371,5.627231476062472,1.2358861059141506,3.181592247808439,100,18.228020344803223,-13.284475921146619,0.5,2.8,30,1,0.1,1,10,15,12,13.5
1.0,0.25,0.98408317565918,1.03745722770691,357.319996833801,1.00852227210999,15.4720687866211,0.6993434032381827,14.417681052462001,0.9989062547751978,-0.046757824703333006,0.046757824703333006,0.9989062547751979,87.22299001528971,2.77700998471029,0.9346322476942426,5.274908602536777,14.018160353341642,35.11516599931824,100,42.80606479378626,13.26657661958031,0.5,2.8,30,1,0.1,1,10,15,12,13.5
1.25,0.25,0.983430981636047,1.10851204395294,358.051069259644,1.01378428936005,15.6885528564453,0.5261839718010304,14.570574520074778,0.9994215368795002,-0.03400869920208194,0.03400869920208194,0.9994215368795003,87.93178880379729,2.0682111962027108,1.0800724078185802,3.795679684702605,31.653325234475957,69.3177446679976,100,73.93455358611921,52.67874735178462,0.5,2.8,30,1,0.1,1,10,15,12,13.5
1.5,0.25,0.982449173927307,1.23182940483093,358.622996449471,1.02047824859619,15.9591760635376,0.39192996219529,14.722179754403635,0.9997112154494083,-0.02403093224714822,0.02403093224714822,0.9997112154494082,88.47504714909842,1.5249528509015846,1.2273957581182238,2.6656916193278377,47.51995004178704,90.9816772304317,100,100,87.57596354945613,0.5,2.8,30,1,0.1,1,10,15,12,13.5
1.75,0.25,0.979471385478973,1.41150414943695,358.76108944416,1.02928912639618,16.240608215332,0.3704318391446177,14.824560346162142,0.9997662305664365,-0.02162138337338143,0.02162138337338143,0.9997662305664364,88.56860744735054,1.4313925526494558,1.3291877459439814,2.4791245017475148,51.77459477993916,96.57210407100047,100,100,96.60764095498527,0.5,2.8,30,1,0.1,1,10,15,12,13.5
2.0,0.25,0.975074648857117,1.64805626869202,358.798129439354,1.04270887374878,16.5779628753662,0.38077503448135475,14.92520338372331,0.9997799992255935,-0.020975060154197683,0.020975060154197683,0.9997799992255936,88.53857462559999,1.461425374400008,1.4300598013668395,2.5492646104225303,52.45184165440791,98.81660543297149,100,100,97.76574239963273,0.5,2.8,30,1,0.1,1,10,15,12,13.5
2.25,0.25,0.96990430355072,1.93682706356049,358.828303813934,1.05726981163025,16.9177703857422,0.3936855236713161,14.976024414472437,0.999790906931133,-0.020448530945337752,0.02044853094533775,0.9997909069311331,88.49417144092796,1.505828559072043,1.4811980680592711,2.648933163570968,51.949384090582484,99.23465342018653,100,100,96.48175532316625,0.5,2.8,30,1,0.1,1,10,15,12,13.5
2.5,0.25,0.963138103485107,2.32694268226624,358.868577003479,1.09384167194366,17.7045478820801,0.4343207897058448,15.372026234552795,0.9998050332150278,-0.019745773165349173,0.019745773165349173,0.9998050332150277,88.38159724213907,1.6184027578609346,1.8781606541273348,2.8922455518175734,51.419910916937454,101.44518428109859,100,100,94.7415342887857,0.5,2.8,30,1,0.1,1,10,15,12,13.5
