time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,lin_val_err_deriv_coeff,max_follower_distance,min_follower_distance,optimal_follower_distance
0,0.05,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-1438.2028120131358,-24.23735038663189,-919.4881587124497,100,-100,100,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.05,0.05,0.999856948852539,0.928272008895874,359.839287444949,0.0,0.0,-1.0024567809511349,-0.9254637988562159,0.9999960660932046,-0.0028049595567775924,0.0028049595567775924,0.9999960660932047,-137.28693548484407,-132.71306451515593,-12.135667620897205,-1389.6999213474983,-5.633228157022008e-07,-2.1007484725147188e-05,100,-100,100,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.1,0.05,0.99862277507782,0.928275942802429,359.194242298603,0.0,0.0,-1.01157805734766,-0.9141408571891964,0.9999011158892691,-0.014062661319757587,0.014062661319757589,0.9999011158892693,-137.89657197606653,-132.10342802393347,-12.136569153609225,-1383.1710600331485,-3.058081619632138e-05,-0.0011377424307906891,100,-100,100,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.15000000000000002,0.05,0.995504081249237,0.928223073482513,358.605485916138,0.99948650598526,14.9466438293457,0.345139971740838,14.014171925163089,0.9997038245138443,-0.024336459323259223,0.024336459323259223,0.9997038245138443,88.58920903820442,1.4107909617955843,0.5184213215369784,61.379022795020205,112.26240952691406,886.6529082181743,100,100,52.66355522777155,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.2,0.05,0.993229627609253,0.928145825862885,357.971167087555,0.998251557350159,14.9866504669189,0.5027237967565311,14.04951411069246,0.9993731380294024,-0.03540241496374491,0.03540241496374491,0.9993731380294023,87.95070009093814,2.049299909061858,0.5585055380140549,21.68310013303467,0.6426898090773703,3.0609245066537634,100,61.99805999065182,-59.42730075434233,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.25,0.05,0.991331100463867,0.928122282028198,357.463252305985,0.998251557350159,14.9866504669189,0.6291460468235371,14.044445089424359,0.9990200400126487,-0.04426013616253424,0.04426013616253425,0.9990200400126484,87.43504786419392,2.564952135806081,0.5585298882240792,27.040112538564653,0.2257394441584648,1.195356169855142,100,76.16379399629795,-75.2608362196641,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.3,0.05,0.989096701145172,0.933484971523285,357.018431425095,0.998251557350159,14.9866504669189,0.7401137259340481,14.033665804951108,0.9986463189875111,-0.052014705350447464,0.05201470535044746,0.9986463189875112,86.98110641468602,3.0188935853139753,0.5531684773352801,31.772235156742887,0.19102707703578603,1.0935734598208564,100,89.34431259295165,-88.58020428480852,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.35,0.05,0.988601803779602,0.940905928611755,357.212801218033,0.996637225151062,15.048508644104,0.6940308379386282,14.090523061339878,0.9988170265939332,-0.04862661191214449,0.04862661191214449,0.998817026593933,87.18016663860153,2.819833361398466,0.6076050039034193,29.459740782047785,0.9010216857296414,4.972769684701,100,84.28931756119307,-80.68523081827452,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.39999999999999997,0.05,0.98966771364212,0.94931948184967,357.774456739426,0.996637225151062,15.048508644104,0.5544821651599402,14.088283541142976,0.9992457032867056,-0.03883329065450171,0.0388332906545017,0.9992457032867055,87.74613429069439,2.2538657093056145,0.5991908848387695,23.404866535332182,0.3413260043614304,1.6861942161846768,100,66.21627830765296,-64.85097429020725,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
0.44999999999999996,0.05,0.991522371768951,0.957817673683167,358.356222748756,0.994211256504059,15.1312818527222,0.40925912268911,14.167554518515166,0.9995884895362558,-0.02868538977644434,0.02868538977644434,0.9995884895362559,88.34535301760741,1.6546469823925918,0.6734644340966867,17.118255886078803,1.9663955079519952,8.370069572992499,100,51.86390749692463,-43.99832546511666,0.5,2.8,30,0,1,1,10,3.5,15,12,13.5
