time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,lin_val_err_deriv_coeff,max_follower_distance,min_follower_distance,optimal_follower_distance
0,0.1,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-698.3402525105719,-9.934221368909592,-262.71090248927135,100,-100,100,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.1,0.1,0.999217808246613,0.928278803825378,359.68909573555,0.99932998418808,14.9464492797852,0.07617864252902971,14.017963486900568,0.999985277653604,-0.005426276443813013,0.005426276443813012,0.9999852776536039,89.68863724433535,0.31136275566464633,0.5181704764086472,3.839695453963265,115.40176253173318,253.87588991020257,100,100,100,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.2,0.1,0.996936082839966,0.929244875907898,359.06330037117,0.998574674129486,14.9734220504761,0.23122927171694888,14.042273612899914,0.999866366370871,-0.016347764382671184,0.01634776438267118,0.999866366370871,89.05661543949735,0.9433845605026506,0.5441772701587588,4.835691745268481,0.48411825709886486,1.1694930164317772,100,14.508173400949476,-12.571700372554018,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.30000000000000004,0.1,0.995464205741882,0.940438091754913,358.787915468216,0.998574674129486,14.9734220504761,0.29995352396007424,14.029778200107218,0.9997762441694864,-0.021153288027057553,0.021153288027057553,0.9997762441694864,88.77521562415403,1.2247843758459709,0.5329843034452129,6.304047050794679,0.3342809834116295,0.9034278037522723,100,18.31989370904836,-16.98276977540184,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.4,0.1,0.994449138641357,0.958263754844666,358.624276161194,0.99715656042099,15.0166292190552,0.3402283637737022,14.054248166156881,0.9997117519353205,-0.02400860350816832,0.02400860350816832,0.9997117519353204,88.61324188841088,1.386758111589117,0.5583657249141218,7.151265344383644,0.462187246569344,1.3195640431218605,100,20.947917457412892,-19.099168471135513,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.5,0.1,0.993540525436401,0.987472176551819,358.733595252037,0.99715656042099,15.0166292190552,0.3136754155230736,14.025650363980548,0.9997557401315837,-0.02210113286574106,0.02210113286574106,0.9997557401315837,88.71882718450642,1.2811728154935764,0.5291575085224292,6.594870274962391,0.26412760753178427,0.7279037850124408,100,18.993891984958264,-17.937381554831124,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.6,0.1,0.99391120672226,1.01325917243958,359.099731206894,0.995253443717957,15.0974102020264,0.22263236576961454,14.082391375598231,0.999876558782532,-0.01571200805759737,0.01571200805759737,0.999876558782532,89.09427084832744,0.9057291516725599,0.5841510935452394,4.625132328894687,0.8810059455896057,2.0895136427736842,100,14.712382412084335,-11.188358629725911,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.7,0.1,0.995586037635803,1.0646755695343,359.858725786209,0.995253443717957,15.0974102020264,0.034267888325869335,14.032692795340157,0.9999969601628541,-0.0024656976803771593,0.0024656976803771593,0.9999969601628542,89.86008377011444,0.1399162298855572,0.5327346364335508,0.6086541181387336,0.3465178902787991,0.43949809720286853,100,2.3972673113460523,-1.0111957502308557,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.7999999999999999,0.1,0.996651113033295,1.10089159011841,0.195835277438164,0.989909946918488,15.2670545578003,-0.05516055792316538,14.166057178449195,0.9999941587449177,0.0034179637277709793,-0.0034179637277709793,0.9999941587449177,90.22310027072547,-0.22310027072546745,0.6661645716207296,-1.2852604022299243,3.8038640166053033,5.7503308155306385,100,4.008998906966818,11.206457159454395,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
0.8999999999999999,0.1,0.996937692165375,1.12999773025513,0.281160175800323,0.985704779624939,15.3760824203491,-0.08114046743588103,14.245858043663016,0.999987959861564,0.0049071510988473515,-0.0049071510988473515,0.9999879598615642,90.3263373848952,-0.32633738489519715,0.7460891186196754,-1.821559445455374,4.987016605296238,8.376940226773156,100,4.873666763317428,15.074399657867524,0.5,2.8,30,0.5,0.1,1,10,2,15,12,13.5
