time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,0.1,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-695.904586457969,-4.975783084368278,-131.35545124463567,100,-100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
0.1,0.1,0.999219238758087,0.92816960811615,359.689725726843,0.0,0.0,-1.004230886877048,-0.9227449454626756,0.9999853372573564,-0.0054152811830425526,0.005415281183042552,0.9999853372573562,-137.42142145264313,-132.57857854735687,-12.136204594327001,-694.1798139795894,-1.649434353240183e-06,-4.3489419627030894e-05,100,-100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
0.2,0.1,0.99677699804306,0.928025424480438,359.082081019878,1.00000536441803,14.9390134811401,0.22768430521237312,14.009138324799604,0.9998716711948724,-0.016020023157689765,0.016020023157689765,0.9998716711948724,89.06887911263301,0.931120887366987,0.510988428594505,4.87533756559356,52.484784820732,127.21837179556304,100,100,91.31862445780204,0.5,2.8,30,0,0,1,10,15,12,13.5
0.30000000000000004,0.1,0.993732810020447,0.928050577640533,358.141852140427,1.00000536441803,14.9390134811401,0.4605763192146553,14.003392099143632,0.9994741677557732,-0.032425113552684834,0.032425113552684834,0.9994741677557731,88.11620145016303,1.8837985498369676,0.5109643075763941,9.863546141684871,0.2264154197450853,0.7462628240524392,100,28.070760036207812,-27.165098357227468,0.5,2.8,30,0,0,1,10,15,12,13.5
0.4,0.1,0.991325497627258,0.939033091068268,357.736351966858,0.999943256378174,14.9645214080811,0.562587444817407,14.014203229701046,0.9992196560819239,-0.03949783411178272,0.039497834111782724,0.999219656081924,87.7011474069887,2.298852593011304,0.5254909645412909,12.036764029816933,0.2445238190088541,0.8828889318243603,100,34.19198692150512,-33.2138916454697,0.5,2.8,30,0,0,1,10,15,12,13.5
0.5,0.1,0.98970764875412,0.960422456264496,357.580867767334,0.999943256378174,14.9645214080811,0.601329404475174,13.99118633880801,0.9991087912593131,-0.0422092789366804,0.0422092789366804,0.999108791259313,87.5389902416755,2.4610097583244936,0.5041026924231886,12.885816961941703,0.17498505275871984,0.6520586656368109,100,36.430257598954206,-35.73031738791932,0.5,2.8,30,0,0,1,10,15,12,13.5
0.6,0.1,0.989193439483643,0.995360732078552,358.111866593361,0.999876856803894,15.0127182006836,0.4725240397691452,14.009394903774526,0.999457061312291,-0.03294818042015985,0.03294818042015985,0.9994570613122911,88.06819826243088,1.931801737569117,0.5173615398213709,10.11489024489856,0.24375311634941743,0.8126485524298527,100,28.809198918414797,-27.83418645301713,0.5,2.8,30,0,0,1,10,15,12,13.5
0.7,0.1,0.990882337093353,1.03007781505585,358.82746899128,0.999801933765411,15.0691471099854,0.2962005840185078,14.03594711592579,0.9997906088816503,-0.02046309830057818,0.02046309830057818,0.9997906088816502,88.79106663690963,1.2089333630903667,0.5390721284221076,6.329960286940497,0.3813590414292301,1.0324876322743342,100,18.48660688629185,-16.96117072057493,0.5,2.8,30,0,0,1,10,15,12,13.5
0.7999999999999999,0.1,0.99213320016861,1.05300760269165,359.624134838581,0.999801933765411,15.0691471099854,0.09961497017972061,14.015787610944727,0.9999784827221189,-0.006560037558512031,0.006560037558512031,0.9999784827221188,89.592786261804,0.40721373819600615,0.5161416052134555,2.1321661472623505,0.4146965764259249,0.7339269673808392,100,6.799458365186431,-5.140672059482731,0.5,2.8,30,0,0,1,10,15,12,13.5
0.8999999999999999,0.1,0.993641257286072,1.08673107624054,0.0656106024980545,0.999719023704529,15.1516714096069,-0.010028293117707733,14.064938071450497,0.999999344348976,0.001145120787541663,-0.001145120787541663,0.9999993443489761,90.04085185239211,-0.04085185239210887,0.564941646533784,-0.2138997989343064,1.3563466538196847,1.4943836938041393,100,2.1137738706233113,3.3116127446554273,0.5,2.8,30,0,0,1,10,15,12,13.5
