time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,omega,v,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length
0,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-1.00003349781036,-0.928261876106262,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.13157885417968,-132.86842114582032,-23.18991420921021,5.083032009608847,25,-54.76569576657089,75.09782380500629,0.5,2.8
1,0.969769597053528,0.877602458000183,352.075533390045,0.999757707118988,15.2451143264771,2.1222469608295,14.084097308606497,0.9904506809623992,-0.13786750371686537,0.13786750371686537,0.9904506809623991,81.43091491301166,8.569085086988338,1.495587486514912,15.825360391995979,25,35.83836574623371,27.463075821750202,0.5,2.8
2,0.927957534790039,1.04977381229401,350.056337356567,0.999196112155914,16.0795822143555,2.832847065480638,14.615720301118058,0.9849780203707338,-0.17267975963195778,0.17267975963195778,0.9849780203707337,79.03083138952054,10.969168610479457,1.9144810845927789,14.643988803507288,25,34.64852464387435,23.927430570154794,0.5,2.8
3,0.815681457519531,1.69872725009918,350.483160018921,0.998094260692596,17.3359565734863,3.034959471669711,15.233613016546864,0.9862370492817347,-0.1653374810019108,0.1653374810019108,0.9862370492817347,78.73261499665493,11.267385003345069,1.9665296639820375,14.514953903770216,25,34.536190866690134,23.523624748390727,0.5,2.8
4,0.664061844348907,2.6723530292511,351.973509788513,0.999163866043091,18.9291973114014,2.9684152171632547,15.931892445445262,0.9902036174164901,-0.13963092800413993,0.13963092800413993,0.9902036174164901,79.44572359908668,10.554276400913324,1.8420687336147457,14.829370651206812,25,34.81653375653491,24.500948848292335,0.5,2.8
5,0.509668231010437,3.88991951942444,353.878650188446,1.09985685348511,20.708324432373,2.7921409951130127,16.583049042287875,0.994298278505577,-0.10663457863585347,0.10663457863585346,0.994298278505577,80.44256979471295,9.557430205287048,1.6680862511181656,15.305237607419992,25,35.281116717970846,25.93983371170912,0.5,2.8
6,0.377479135990143,5.28240489959717,355.803479671478,1.45149540901184,22.5756244659424,2.7221553597261305,17.12647559324774,0.997318923267224,-0.07317762836485522,0.07317762836485522,0.997318923267224,80.96871113547607,9.03128886452393,1.5762572638464267,15.575621825818034,25,35.564763990406064,26.737723312866073,0.5,2.8
7,0.277926236391068,6.8761739730835,357.781414985657,2.31689357757568,24.9005126953125,3.0011777208881925,17.915982156962674,0.9992504119999649,-0.0387119376665747,0.0387119376665747,0.9992504119999648,80.49044814855912,9.509551851440875,1.6597299019676595,15.329261778205657,25,35.30576728192076,26.01127983090187,0.5,2.8
8,0.228808417916298,8.61194324493408,359.650014102459,3.38611841201782,26.7214794158936,3.320471458560588,18.08835398997826,0.9999813437445665,-0.0061083682609281145,0.0061083682609281145,0.9999813437445665,79.59804722442504,10.401952775574955,1.8154832457074577,14.899220071517574,25,34.881793231016026,24.715087055054266,0.5,2.8
9,0.245215907692909,10.485782623291,2.28104686737061,4.80843734741211,28.5165271759033,3.424417533052298,18.199530383691915,0.9992076158247299,0.03980126226464616,-0.03980126226464616,0.9992076158247297,79.3438367306262,10.656163269373806,1.8598513468065634,14.78319409510604,25,34.773971961270455,24.358804419153703,0.5,2.8
10,0.341243982315063,12.396390914917,4.86860418319702,6.55981063842773,30.219123840332,3.6301727154192145,18.27043824465391,0.9963919516961602,0.08487095259932546,-0.08487095259932546,0.99639195169616,78.76219797087796,11.237802029122037,1.9613664609547923,14.527601952723579,25,34.54702999612058,23.56337781477374,0.5,2.8
11,0.528913021087646,14.3557481765747,7.58397912979126,8.61588287353516,31.7490787506104,3.8213834771467607,18.25272249563541,0.9912524826280235,0.1319792244399856,-0.1319792244399856,0.9912524826280235,78.17536544209004,11.82463455790996,2.063788058806329,14.282711014251696,25,34.34402859316111,22.78681546384567,0.5,2.8
