time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-69.5904586457969,1.3891963954059284e-39,1.1671768083053615e-38,100,-100,100,0.5,2.8,30,1,7,15,12,13.5
1,0.978176176548004,0.926302671432495,353.784415721893,0.990404069423676,15.0652475357056,1.542976147165222,14.054505896885816,0.9941215517009447,-0.10826975775213384,0.10826975775213384,0.9941215517009447,83.73486418278117,6.265135817218834,0.6389501518436305,3.280417442852829,3.5749631569581584,7.396301954736486,100,16.335095153904238,-2.0352425260716034,0.5,2.8,30,1,7,15,12,13.5
2,0.95111095905304,0.929496824741364,347.285844802856,0.928849697113037,15.7568368911743,3.2415924589525495,14.46867607417806,0.9754802001157481,-0.22008720812927832,0.2200872081292783,0.975480200115748,77.371866664615,12.628133335385002,1.3273567775726853,6.612075152499648,32.91666391357096,90.81704085529493,100,84.34713825414093,47.3195174001429,0.5,2.8,30,1,7,15,12,13.5
3,0.863897323608398,1.33181309700012,348.083819389343,0.791140377521515,16.6529541015625,3.0923279675610975,15.006004231504336,0.9784507130045236,-0.2064805129326724,0.2064805129326724,0.9784507130045235,78.35590321157888,11.644096788421123,1.821313757471538,6.096834821365384,37.418508668734155,99.6824774354366,100,91.90815483729139,57.76587983764524,0.5,2.8,30,1,7,15,12,13.5
4,0.652362525463104,2.39085960388184,349.194180488586,0.529242873191834,17.7677783966064,2.7619448856826834,15.127341156173888,0.9822682134101577,-0.18748108417655632,0.18748108417655632,0.9822682134101576,79.6529255600445,10.347074439955506,1.877411680995639,5.417715507785157,39.38915466891169,99.7853743955657,100,93.94791275962181,63.60870591602493,0.5,2.8,30,1,7,15,12,13.5
5,0.346345871686935,4.0362434387207,349.875890731812,0.0688618943095207,19.5060081481934,2.4461269784350703,15.27766606290111,0.984429300935563,-0.17578097581797208,0.17578097581797206,0.9844293009355632,80.90350532856549,9.096494671434513,1.9722531495625457,4.762913472199561,41.610055415363476,99.88938599972906,100,96.55626855288573,69.88395310856818,0.5,2.8,30,1,7,15,12,13.5
6,-0.046018797904253,6.23342084884644,349.879368782043,-0.498160064220428,21.4161701202393,2.2228252488551603,15.025956045315,0.9844399696296152,-0.1757212172608707,0.1757212172608707,0.9844399696296151,81.58512916698939,8.41487083301061,1.6894801478749244,4.406016064982193,42.667192265982045,99.20481026421852,100,97.67122951391423,72.99753955001395,0.5,2.8,30,1,7,15,12,13.5
7,-0.514807105064392,8.82421493530273,349.285512924194,-1.36092674732208,24.4675769805908,2.0769683581808804,15.527939237648022,0.9825658198554681,-0.18591506031452104,0.18591506031452107,0.9825658198554681,82.38151566278229,7.6184843372177085,2.166227833431172,3.9890290708820095,44.757755277921575,99.97152444969922,100,100,78.34622915737353,0.5,2.8,30,1,7,15,12,13.5
8,-1.06289577484131,11.6591024398804,347.939970970154,-2.12801194190979,27.1291217803955,2.190641693248531,15.351125685664332,0.977929233969802,-0.20893638588631772,0.20893638588631772,0.977929233969802,81.87858949506753,8.12141050493247,2.0066427973711303,4.252360596513803,43.59582145392547,99.91303064533056,100,99.09825257808959,75.28503323761228,0.5,2.8,30,1,7,15,12,13.5
9,-1.7468353509903,14.826696395874,346.467456817627,-2.93377876281738,29.9141330718994,2.3764337457982228,14.946308666951431,0.9722371699337022,-0.23399761836246416,0.23399761836246413,0.9722371699337022,80.96570706871911,9.034292931280888,1.6340536577599085,4.730344717215039,41.286537555454764,98.83228514941955,100,95.81804031911163,69.32810990270742,0.5,2.8,30,1,7,15,12,13.5
10,-2.54942512512207,18.1910552978516,345.762195587158,-3.75481557846069,32.7434844970703,2.4107612506206775,14.401888485048712,0.9692832822539803,-0.2459469836020578,0.24594698360205783,0.9692832822539804,80.49724592924024,9.502754070759764,1.1022656373342556,4.975630396261563,27.477675314556933,67.1694591431705,100,68.88711573864624,41.02358551958149,0.5,2.8,30,1,7,15,12,13.5
