time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,max_follower_distance,min_follower_distance,optimal_follower_distance
0,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-46.39363909719793,2.9322010182138632e-30,2.018616267306815e-29,100,-100,100,0.5,2.8,20,15,12,13.5
1,0.978173851966858,0.926365733146667,353.921168327332,1.01873826980591,15.2551298141479,1.5577051461332574,14.243899755288078,0.9943771362754714,-0.10589669896929116,0.10589669896929114,0.9943771362754715,83.75896566152616,6.241034338473838,0.828821499376204,2.178531958727894,0.1601265359120849,0.28548059923038016,100,6.420142556262273,-5.779636412613933,0.5,2.8,20,15,12,13.5
2,0.95281320810318,0.920517563819885,347.130843162537,1.10039246082306,16.1130542755127,3.527635381796782,14.77804926182961,0.9748812317786362,-0.22272535537241575,0.22272535537241575,0.9748812317786362,76.57429342105395,13.425706578946048,1.693253482120518,4.686455684185451,7.4413343238709615,17.744821965266084,100,28.004744563461188,1.7605927320226602,0.5,2.8,20,15,12,13.5
3,0.93389356136322,1.02937602996826,348.67672252655,1.25691211223602,17.4081783294678,3.532619076751559,15.996565512911525,0.9805349708650148,-0.19634452095931954,0.19634452095931954,0.9805349708650148,77.54689627931538,12.453103720684624,2.88198723446882,4.34695324036606,42.72670209574891,98.79900383524111,100,97.62487326452279,73.28193511847286,0.5,2.8,20,15,12,13.5
4,0.811384558677673,1.66378033161163,348.852331161499,1.37690401077271,19.0729541778564,3.9207096336969287,16.971363593645233,0.9811321503155983,-0.19333831388809158,0.19333831388809158,0.9811321503155983,76.99178979355473,13.00821020644527,3.9183565889400356,4.5407219578800255,42.48025993753329,99.99317171028108,100,97.67454135713065,72.24649839300251,0.5,2.8,20,15,12,13.5
5,0.549520075321198,2.96646642684937,348.361956596375,1.36608839035034,21.0357856750488,4.444873926173297,17.533116599363755,0.9794415214237162,-0.20172829774525008,0.20172829774525008,0.9794415214237162,75.77447073188657,14.225529268113434,4.587760555316404,4.965646471347972,40.94210802336208,99.99975970302255,100,95.78802616649848,67.98040592694984,0.5,2.8,20,15,12,13.5
6,0.160234108567238,4.8460898399353,348.143626213074,1.16516435146332,23.1944694519043,4.753331750058215,17.750457922315565,0.9786657096445183,-0.20545906834693695,0.20545906834693692,0.9786657096445184,75.00870128115191,14.991298718848087,4.875878732131611,5.232950435878136,40.05464769269551,99.99994310050224,100,94.7615566058498,65.45703416493224,0.5,2.8,20,15,12,13.5
7,-0.321358621120453,7.15740537643433,348.410746574402,0.614245355129242,25.8597393035889,4.673719908549629,18.13309105860327,0.979612947167998,-0.20089418543310106,0.20089418543310106,0.979612947167998,75.5468522602695,14.453147739730497,5.22572159152141,5.045100306709473,40.672250271642625,99.99999010457343,100,95.47078140207176,67.21821968449873,0.5,2.8,20,15,12,13.5
8,-0.863683342933655,9.81556606292725,348.695470809937,-0.0827209278941154,27.9451637268066,4.319641190612211,17.624781239272455,0.9805991660813678,-0.19602366051200626,0.19602366051200626,0.9805991660813675,76.2288852204497,13.771114779550302,4.6464104921013,4.807025891464117,41.49753887420648,99.99982077777949,100,96.45475024451248,69.53540525231342,0.5,2.8,20,15,12,13.5
9,-1.45647287368774,12.7660541534424,348.540969848633,-0.993771016597748,29.9205532073975,3.861514774818122,16.72063498927485,0.9800670138730321,-0.19866717977058496,0.19866717977058496,0.9800670138730322,76.99592692882533,13.004073071174673,3.6607380610712923,4.539277825238579,42.47818063691102,99.97524598770396,100,97.66633918449006,72.24638336315402,0.5,2.8,20,15,12,13.5
10,-2.10959076881409,15.9638500213623,347.997756958008,-1.92106759548187,31.6990776062012,3.456542273881486,15.352043630814386,0.9781394605600728,-0.2079499836384944,0.2079499836384944,0.9781394605600727,77.3113312087492,12.688668791250807,2.2363568888595786,4.429180962047512,32.843291767266415,76.52684998921453,100,78.08829022826586,53.2848768407998,0.5,2.8,20,15,12,13.5
11,-2.79508399963379,19.2424011230469,348.575521469116,-2.80317449569702,33.3356475830078,2.783605444579126,13.81561442593982,0.9801866398263837,-0.19807612452252663,0.19807612452252663,0.9801866398263837,78.60841319700747,11.391586802992535,0.5932487822122461,3.976413934779087,0.039485494680229716,0.08808375738601722,100,11.212930006741903,-11.054988028020983,0.5,2.8,20,15,12,13.5
12,-3.38769388198853,22.4383602142334,354.094453811646,-3.695880651474,34.9828796386719,0.9841396562087215,12.50965290533987,0.9946928622167287,-0.10288882278990313,0.10288882278990313,0.9946928622167287,85.50178153557368,4.498218464426316,-0.9516954661197019,1.5701744535648525,2.429367759455267e-05,3.8947049710257495e-05,100,4.396537057336776,-4.396439882626398,0.5,2.8,20,15,12,13.5
13,-3.64274311065674,25.2748737335205,2.11590623855591,-5.0421142578125,37.5066528320313,-1.8500282240378738,12.171772882062866,0.9993181823808551,0.0369211370765313,-0.036921137076531295,0.9993181823808551,98.6424287325905,-8.642428732590503,-1.1884339126877244,-3.0167767350532966,5.94928577402428e-06,1.1923497836834275e-05,100,-8.44696295957768,8.446986756720777,0.5,2.8,20,15,12,13.5
14,-3.56910753250122,27.6867504119873,4.36515855789185,-6.29289960861206,39.8118782043457,-3.638767270972332,11.88264027910493,0.9970992205558863,0.0761127083136837,-0.07611270831368372,0.9970992205558862,107.02592310982826,-17.025923109828256,-1.0727007256239975,-5.9431683291579045,8.071164745774248e-06,2.1267432311825547e-05,100,-16.640855179312638,16.640887463971623,0.5,2.8,20,15,12,13.5
15,-3.48783206939697,29.6337013244629,358.13774907589,-7.66198778152466,42.3295440673828,-3.75937826529889,12.824783581816822,0.9994718431662206,-0.032496687799182224,0.032496687799182224,0.9994718431662207,106.337647283892,-16.337647283891997,-0.13556963944814981,-5.702914742668481,0.0008902819969525921,0.002304939014252613,100,-15.96638071547784,15.969941843465651,0.5,2.8,20,15,12,13.5
16,-3.58377242088318,31.1667137145996,351.378937721252,-9.06515312194824,44.9802398681641,-3.3488173867355617,14.479104298799582,0.9887013441345881,-0.14989880622092572,0.14989880622092572,0.9887013441345882,103.02273751645116,-13.022737516451159,1.3613269658270735,-4.545792945701239,1.673757648755169,3.9416167985465744,100,-9.38070495045313,16.075735545473805,0.5,2.8,20,15,12,13.5
17,-3.81188321113586,32.4305572509766,346.192520141602,-10.2530069351196,47.733699798584,-2.6027438171528114,16.398169754040566,0.9711031315311097,-0.23866023533565922,0.23866023533565925,0.9711031315311096,99.01884436469452,-9.018844364694516,3.1034408078584157,-3.148170577777111,48.90244830571727,99.5999008430637,100,88.99001899365864,100,0.5,2.8,20,15,12,13.5
18,-4.19639682769775,33.9268836975098,344.802290916443,-11.0744562149048,50.6031951904297,-2.2658079087350096,17.89617781716401,0.9650269770821596,-0.26215059317817563,0.26215059317817563,0.9650269770821593,97.21573971390993,-7.215739713909927,4.539042822246397,-2.518768319492838,53.30934321546166,99.9996934246495,100,99.56613513634338,100,0.5,2.8,20,15,12,13.5
19,-4.74098348617554,35.9197235107422,344.472762107849,-11.5314512252808,53.6108360290527,-1.8067901214306028,18.863229408254902,0.9635033016329105,-0.26769644701131295,0.26769644701131295,0.9635033016329105,95.47131093287246,-5.471310932872456,5.449562376249002,-1.9098478035797362,58.6225693165468,99.99999676875075,100,100,100,0.5,2.8,20,15,12,13.5
20,-5.42602157592773,38.3897514343262,344.448273658752,-11.7673845291138,57.5603637695313,-0.9693991414402809,20.168924778364698,0.9633887990830216,-0.2681082277763467,0.2681082277763467,0.9633887990830216,92.75174650201498,-2.7517465020149814,6.6922079379833725,-0.960540732807964,71.41872045913551,99.99999999352858,100,100,100,0.5,2.8,20,15,12,13.5
21,-6.18138265609741,41.1063499450684,344.451267242432,-11.7539291381836,60.8442993164063,-0.07769380829285577,20.50936087138413,0.9634028058577009,-0.26805789237683136,0.26805789237683136,0.9634028058577011,90.21704752496298,-0.21704752496297886,7.009508031167137,-0.07576387887817129,96.4143152327296,99.99999999867568,100,100,100,0.5,2.8,20,15,12,13.5
22,-7.02890300750732,44.1540641784668,344.45652961731,-11.6673421859741,63.915943145752,0.8267794848548062,20.282095897943787,0.9634274217772237,-0.26796940677564535,0.26796940677564535,0.9634274217772237,87.66568689012372,2.334313109876277,6.798940325296908,0.8148289907961839,74.23045897703459,99.99999999620482,100,100,100,0.5,2.8,20,15,12,13.5
23,-7.95742702484131,47.4940605163574,344.46201133728,-11.6810417175293,66.7466583251953,1.5698046299764177,19.546445768788153,0.9634530550894833,-0.26787723053432705,0.26787723053432705,0.9634530550894833,85.40834431302159,4.591655686978413,6.109381141904294,1.6027901971139085,61.9841169265569,99.99999988071325,100,100,100,0.5,2.8,20,15,12,13.5
24,-8.90066337585449,50.8882064819336,344.467608451843,-11.8501024246216,69.373649597168,2.1083662417124613,18.600150259064204,0.9634792189040645,-0.2677831113793658,0.2677831113793658,0.9634792189040644,83.53300583357439,6.466994166425607,5.219262749076389,2.2574068182278593,55.40691312584811,99.99998977979241,100,100,100,0.5,2.8,20,15,12,13.5
25,-9.92255115509033,54.5667839050293,344.473425865173,-12.1922826766968,71.9463043212891,2.4653410229948927,17.3528529273922,0.9635064027648681,-0.26768528504776584,0.26768528504776584,0.9635064027648681,81.91403183452385,8.085968165476146,4.027105039890802,2.8225353539800886,51.145452696853454,99.99603557581337,100,100,94.38780640256266,0.5,2.8,20,15,12,13.5
26,-10.9539108276367,58.2929000854492,344.804531097412,-12.9826183319092,75.3313522338867,2.508219191529795,16.97449092726282,0.9650372260483554,-0.2621128618379787,0.26211286183797866,0.9650372260483555,81.59456784672163,8.405432153278369,3.6588025733874048,2.9340493225540842,50.40475819962853,99.97500532955137,100,100,92.59417829610562,0.5,2.8,20,15,12,13.5
27,-11.9854583740234,62.1092910766602,345.565271377563,-13.9716663360596,78.0503845214844,2.05023896059463,15.932984732608421,0.9684322451085283,-0.24927692760072168,0.24927692760072165,0.9684322451085283,82.66753585687782,7.332464143122181,2.5643543998840244,2.5595128316381355,50.02689950063541,94.38410653529773,100,100,92.88716307268405,0.5,2.8,20,15,12,13.5
28,-12.9888286590576,66.0041885375977,346.44744682312,-15.2878618240356,80.7292938232422,1.215621702223677,14.8538393368202,0.9721553892485738,-0.23433714847406026,0.2343371484740603,0.9721553892485738,85.32140362326221,4.6785963767377865,1.4034988900923686,1.6331382229190283,2.9717543172160643,4.8222501025025855,100,10.516295658605408,1.3707216102588493,0.5,2.8,20,15,12,13.5
29,-13.916633605957,69.8512878417969,347.727127075195,-16.8973197937012,83.2853240966797,-0.05692337943468839,13.760616991115922,0.9771463256040115,-0.2125677735654659,0.2125677735654659,0.9771463256040115,90.23701341269077,-0.23701341269077145,0.26073472774308293,-0.0827332884568415,0.016065716400269586,0.01671709617365893,100,-0.199521774878617,0.26378464047969535,0.5,2.8,20,15,12,13.5
30,-14.6776189804077,73.2898178100586,348.238310813904,-18.604772567749,85.6415863037109,-1.3268958496608323,12.89294642909456,0.9790039061820173,-0.20384148665164384,0.2038414866516438,0.9790039061820172,95.8759888590536,-5.8759888590536065,-0.5389537374736122,-2.051107048019809,0.00017559088002866495,0.0003067119364871599,100,-5.742748552695408,5.743450916215522,0.5,2.8,20,15,12,13.5
