time,delta_time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,integral_gain,derivative_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,1,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-69.5904586457969,-1.5634179679211417,-13.135545124361219,100,-100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
1,1,0.977115392684937,0.927090287208557,353.647046089172,0.979869842529297,15.2476558685303,1.5873496861464322,14.232319808443798,0.9938591123019752,-0.11065290278311632,0.1106529027831163,0.9938591123019752,83.63602569000413,6.363974309995868,0.8205658462202834,3.3321691566528653,13.073131366699975,27.210237237091008,100,35.47633637202797,16.81618909477193,0.5,2.8,30,0,0,1,10,15,12,13.5
2,1,0.943826973438263,0.979306161403656,348.115982055664,0.891382455825806,16.1069583892822,3.0639356230666976,14.814213136470299,0.9785664655243319,-0.2059312325782969,0.20593123257829693,0.9785664655243318,78.31461416555771,11.685385834442286,1.6277431348852005,6.118453715307687,37.61249242605755,100.35174900103564,100,92.35665525497662,58.09331444925358,0.5,2.8,30,0,0,1,10,15,12,13.5
3,1,0.835694491863251,1.54757189750671,349.675470352173,0.671643853187561,17.3325538635254,2.6676440982988696,15.558799543807883,0.9838083984060217,-0.1792234226483205,0.1792234226483205,0.9838083984060216,80.27091422735488,9.72908577264512,2.285834418223992,5.094137398247814,40.6620235832931,100.37951863220097,100,95.58763188168008,67.06046245149231,0.5,2.8,30,0,0,1,10,15,12,13.5
4,1,0.650164783000946,2.71117949485779,352.283979415894,0.0988180413842201,19.3026390075684,1.681268942320612,16.51526102533638,0.990945696839048,-0.13426327091268672,0.1342632709126867,0.9909456968390481,84.18726109970214,5.812738900297859,3.1006178195694467,3.043542971068561,50.00243686525165,100.54771408947695,100,100,91.48295341151133,0.5,2.8,30,0,0,1,10,15,12,13.5
5,1,0.460804790258408,4.36668634414673,355.546005725861,-0.55225658416748,21.1894664764404,0.2964315179101287,16.85064844696007,0.9969800111947075,-0.07765859436148102,0.07765859436148102,0.9969800111947074,88.99217390709505,1.0078260929049494,3.35325561213169,0.5276965082610489,80.95670314291947,100.06250172992978,100,100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
6,1,0.319891512393951,6.32910966873169,356.892279863358,-1.309730052948,23.303201675415,-0.7070024906222454,17.037476731483206,0.9985293745850692,-0.05421335712488595,0.05421335712488595,0.9985293745850692,92.37623398149518,-2.376233981495176,3.5521396281398587,-1.2441932032459448,66.77892143758422,100.03904144380232,100,100,100,0.5,2.8,30,0,0,1,10,15,12,13.5
7,1,0.197104096412659,8.54890918731689,357.014428853989,-2.14950585365295,25.6024036407471,-1.4552026581407804,17.152569386382375,0.9986426829051511,-0.05208446870230762,0.05208446870230761,0.9986426829051511,94.84929049421562,-4.849290494215623,3.714187501329299,-2.53908256529177,53.170126516516106,100.02603204798116,100,99.23082185021525,100,0.5,2.8,30,0,0,1,10,15,12,13.5
8,1,0.0723654702305794,10.9461784362793,357.027966737747,-3.02729368209839,27.9173431396484,-2.215560434448522,17.109050535047356,0.9986549615805304,-0.051848507313032054,0.05184850731303205,0.9986549615805304,97.3785356236712,-7.3785356236711985,3.7519076698635843,-3.86339221826267,45.34574364090938,100.00142213658908,100,79.8739890706833,100,0.5,2.8,30,0,0,1,10,15,12,13.5
9,1,-0.0559249185025692,13.4372453689575,357.029745578766,-4.03692102432251,30.0140171051025,-3.116681010029874,16.76078729262228,0.9986565708207915,-0.051817502414312,0.05181750241431201,0.9986565708207917,100.53388060068984,-10.533880600689843,3.5480993423551226,-5.515526984819874,39.16041179805471,99.95902789747234,100,62.877348038613775,93.76429915360507,0.5,2.8,30,0,0,1,10,15,12,13.5
