time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,logistic_function_mid,logistic_function_growth_rate,max_follower_distance,min_follower_distance,optimal_follower_distance
0,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-46.39363909719793,1.6954173416598198e-39,1.1671768083053615e-38,100,-100,100,0.5,2.8,20,1,7,15,12,13.5
1,0.977653443813324,0.92650443315506,353.374038696289,0.999879419803619,15.0076293945313,1.6468597498820934,13.98450668190051,0.9933205844296057,-0.11538724603883457,0.11538724603883457,0.9933205844296057,83.2836017769571,6.716398223042901,0.5811425023647043,2.344465257343902,2.7665345930366203,5.0594050447683925,100,12.097571906636166,-1.0314335344896852,0.5,2.8,20,1,7,15,12,13.5
2,0.949599266052246,0.924498736858368,346.480144500732,0.999505877494812,15.3945951461792,3.4313763369227646,14.057447748411224,0.9722889629599791,-0.23378231863468302,0.23378231863468302,0.972288962959979,76.28253511467474,13.717464885325256,0.9701824717211256,4.788298545512642,18.621310925174477,44.800794214933966,100,50.64985777778435,23.835385922913556,0.5,2.8,20,1,7,15,12,13.5
3,0.881586968898773,1.24034690856934,348.166202545166,1.00295758247375,15.8938179016113,3.123828594977816,14.317144892713792,0.9787465909778255,-0.20507342745779003,0.20507342745779,0.9787465909778252,77.6916484343196,12.308351565680397,1.1539736238933394,4.29642520628244,32.41859386869371,74.60803392897832,100,76.86717831497826,52.807197159796594,0.5,2.8,20,1,7,15,12,13.5
4,0.709937334060669,2.18390130996704,350.438175201416,1.02792227268219,16.6303367614746,2.7132899335866476,14.192909124350154,0.9861069333779633,-0.16611175739215145,0.16611175739215145,0.9861069333779633,79.17722377418839,10.822776225811609,0.9499346599133283,3.7778615869395575,18.906828590051123,41.32715118728568,100,48.391669623533005,27.23564473667149,0.5,2.8,20,1,7,15,12,13.5
5,0.501510918140411,3.58718681335449,353.410334587097,1.10604858398438,17.9605159759521,2.2499978735442476,14.208995973496835,0.9933934809503734,-0.11475797142377538,0.11475797142377538,0.9933934809503734,81.00191178396133,8.998088216038669,0.8860368762839936,3.1409253150955516,15.258967986010836,31.050876272884274,100,39.31252685428922,21.723345089754126,0.5,2.8,20,1,7,15,12,13.5
6,0.345051795244217,5.21793603897095,356.885546922684,1.16191959381104,19.5708446502686,1.5954647956436374,14.287328325843829,0.9985229969715984,-0.05433069591729247,0.05433069591729247,0.9985229969715984,83.62818332350719,6.371816676492813,0.876135037088293,2.224183606765639,16.47735151237989,29.5867518608786,100,39.18241712370357,26.72698892581599,0.5,2.8,20,1,7,15,12,13.5
7,0.27310037612915,7.02116441726685,359.567041307688,1.14462518692017,21.5949478149414,0.9816264716592163,14.566781644834819,0.9999714493763454,-0.007556482791053903,0.007556482791053903,0.9999714493763453,86.14477991560864,3.8552200843913624,1.0998191090903138,1.3457256772328585,43.60912428232254,66.79069715014637,100,90.98628046089708,83.45021666839308,0.5,2.8,20,1,7,15,12,13.5
8,0.264100223779678,9.11628818511963,359.33470928669,1.01953840255737,23.8526287078857,0.9264946233684239,14.726575520389716,0.9999325871353595,-0.01161125250723405,0.01161125250723405,0.9999325871353594,86.40008903609692,3.599910963903085,1.2556910663266567,1.2566059819750315,57.04347831102159,85.6907348010892,100,100,100,0.5,2.8,20,1,7,15,12,13.5
9,0.223439648747444,11.7821702957153,357.78848361969,0.844710230827332,25.9971904754639,1.1693464126717459,14.18045855443291,0.9992551803235052,-0.03858865891216199,0.03858865891216198,0.9992551803235052,85.28595156969492,4.714048430305084,0.7285900864006116,1.645513324145883,8.000183499157663,13.01232569627279,100,20.607804305923796,11.392929690706854,0.5,2.8,20,1,7,15,12,13.5
10,0.134438529610634,14.5066680908203,357.929818630219,0.671108961105347,28.0280914306641,1.0247629211248868,13.493211820867597,0.9993473290487118,-0.036123620018014176,0.036123620018014176,0.9993473290487118,85.65692038253522,4.343079617464781,0.032069475409644,1.5160207800203251,0.0718752344260698,0.11400827798584193,100,4.388608652909049,-4.101107715204771,0.5,2.8,20,1,7,15,12,13.5
11,0.0808545053005219,17.1550598144531,1.60315454006195,0.475911796092987,30.4217529296875,0.023744703317929383,13.272552605504355,0.9996085762405558,0.02797667432574965,-0.02797667432574965,0.9996085762405558,89.89749749916776,0.10250250083224445,-0.22742615478007266,0.03578012262101787,0.01823201963348982,0.018555325022057135,100,0.13664838260582968,-0.06372030407187038,0.5,2.8,20,1,7,15,12,13.5
12,0.151115953922272,19.3464298248291,3.91126346588135,0.345589488744736,32.2727737426758,-0.6877036726410484,12.909502341176237,0.9976708888013759,0.06821141867952102,-0.06821141867952102,0.9976708888013757,93.04932815951918,-3.0493281595191775,-0.572193262652835,-1.0644163271477705,0.001156192461889486,0.0016612262159791207,100,-2.978053331089978,2.982678100937536,0.5,2.8,20,1,7,15,12,13.5
13,0.256826013326645,21.1103324890137,3.14142823219299,0.253117293119431,34.0679779052734,-0.7137924790422031,12.937970814041297,0.9984973071295418,0.05480079976655006,-0.05480079976655005,0.9984973071295418,93.15782735430503,-3.1578273543050273,-0.5423540529878021,-1.102289690843285,0.0014118671989783852,0.0020471050467856635,100,-3.0835873999632413,3.089234868759155,0.5,2.8,20,1,7,15,12,13.5
14,0.326174944639206,22.5569858551025,1.80742752552032,0.200013503432274,35.8176231384277,-0.5443435442923532,13.250060678161022,0.9995024800405968,0.03154032962250295,-0.03154032962250295,0.9995024800405968,92.35252199401643,-2.3525219940164277,-0.2387625815249912,-0.82118509042338,0.012700892423186273,0.01714001827557263,100,-2.2739164683390913,2.324720038031836,0.5,2.8,20,1,7,15,12,13.5
15,0.355739265680313,23.6793918609619,0.859800577163696,0.184178352355957,37.5297241210938,-0.3793767432264288,13.846198400634377,0.9998874068280353,0.015005787773607523,-0.015005787773607523,0.9998874068280355,91.5694740631947,-1.5694740631947042,0.35139476237072387,-0.5478497985480228,0.8486451038138368,1.055821538928551,100,0.16331077169320984,3.2312696435621375,0.5,2.8,20,1,7,15,12,13.5
16,0.365984737873077,24.630786895752,0.25256422162056,0.198258072137833,39.2154731750488,-0.23201525161195097,14.583805231246282,0.999990284443255,0.004408062964364654,-0.004408062964364655,0.9999902844432551,90.91144753606783,-0.9114475360678255,1.085650691686915,-0.3181552092714665,56.2276078216345,64.5554454444651,100,100,100,0.5,2.8,20,1,7,15,12,13.5
17,0.368984699249268,25.8502388000488,0.619919896125793,0.125326603651047,41.3554840087891,-0.41140178294637303,15.501701417060744,0.9999414682305853,0.010819432187570598,-0.010819432187570598,0.9999414682305853,91.52022371770677,-1.5202237177067701,2.0071595803588256,-0.5306581848178392,80.75778288471606,99.91334441481433,100,100,100,0.5,2.8,20,1,7,15,12,13.5
18,0.371490269899368,27.7178554534912,0.618023097515106,-0.103399023413658,43.0551414489746,-0.6402946757402574,15.33127145009093,0.999941825864059,0.010786328738360563,-0.010786328738360563,0.9999418258640589,92.3915090982959,-2.3915090982958986,1.8446362468503832,-0.8347941571332829,73.62628901514604,99.73017601194574,100,100,100,0.5,2.8,20,1,7,15,12,13.5
19,0.374502390623093,30.0448036193848,0.617706418037415,-0.497847497463226,44.7346992492676,-1.0306680474803451,14.679637302058829,0.9999418854658982,0.010780801960170876,-0.010780801960170876,0.9999418854658984,94.01618781585091,-4.016187815850913,1.2157747993129444,-1.4019140153015628,52.85315407371637,81.91239751481034,100,100,100,0.5,2.8,20,1,7,15,12,13.5
20,0.378306031227112,32.8231773376465,0.617389559745789,-1.04041600227356,46.4453964233398,-1.5654227864155796,13.606141132839172,0.999941945070819,0.010775272060941114,-0.010775272060941114,0.9999419450708189,96.56317443276888,-6.563174432768875,0.19589810954240328,-2.2909800646905616,0.19736065079237086,0.3580331127770689,100,-6.02002287954883,6.809465482718314,0.5,2.8,20,1,7,15,12,13.5
21,0.374897956848145,35.6473960876465,359.252965688705,-1.59241437911987,48.3366012573242,-1.8017053083475676,12.713776136431669,0.9999150037655009,-0.013037838955834971,0.013037838955834971,0.9999150037655009,98.065839569763,-8.065839569763,-0.6591960662337364,-2.8155091486001442,0.0004625534821374563,0.0009035209027450855,100,-7.882500509116128,7.884350723044679,0.5,2.8,20,1,7,15,12,13.5
22,0.330239981412888,38.3450622558594,357.245794296265,-2.11854195594788,50.9003448486328,-1.8426537573273527,12.658447025277244,0.998844862037347,-0.048051447237241786,0.048051447237241786,0.9988448620373468,98.28220949107077,-8.282209491070773,-0.7081411061119436,-2.891036499182178,0.00032517022022267333,0.0006414213587675138,100,-8.094251857269652,8.095552538150544,0.5,2.8,20,1,7,15,12,13.5
23,0.165384322404861,40.6597785949707,351.213001251221,-2.53622341156006,53.0159759521484,-0.7823468145360837,12.623875432668427,0.9882630707302601,-0.15276158885923197,0.152761588859232,0.98826307073026,93.5462893828409,-3.5462893828408966,-0.8519053815310098,-1.237888519181827,0.00015673779764631743,0.00023447306702112727,100,-3.4657743781138226,3.466401329304408,0.5,2.8,20,1,7,15,12,13.5
24,-0.125688582658768,42.5162658691406,348.499272346497,-3.09297847747803,55.1221313476563,-0.3943509186904701,12.94438647195217,0.9799221725791168,-0.19938037939532416,0.19938037939532416,0.9799221725791167,91.74497702682285,-1.744977026822852,-0.549607968006125,-0.6091118897944034,0.0015338931229853317,0.0019457553008678113,100,-1.702445505178359,1.7085810776703003,0.5,2.8,20,1,7,15,12,13.5
25,-0.430168241262436,43.9985542297363,347.344289779663,-3.81784105300903,57.2083854675293,-0.41119758951983343,13.63109991720374,0.9757041941331921,-0.2190920481233823,0.2190920481233823,0.9757041941331919,91.7278681840183,-1.7278681840183054,0.13730062770557083,-0.6031397770314939,0.1878542643426419,0.2378519701572854,100,-1.313082847002899,2.064499904373467,0.5,2.8,20,1,7,15,12,13.5
26,-0.697299957275391,45.1702346801758,346.619730949402,-4.70074272155762,59.3898696899414,-0.6041649208236963,14.760100220739735,0.9728556275595764,-0.231412894899275,0.23141289489927502,0.9728556275595762,92.34393983988534,-2.343939839885337,1.2724599771952398,-0.8181893534933569,64.57318766215796,87.07064890944719,100,100,100,0.5,2.8,20,1,7,15,12,13.5
27,-1.03284800052643,46.5709381103516,346.401675224304,-5.67253398895264,61.6958656311035,-0.9535481417467988,15.791797380936979,0.9719678752904792,-0.23511369463157927,0.23511369463157927,0.9719678752904791,93.45546665448316,-3.4554666544831605,2.3205599957522622,-1.2061854062720885,67.31889876935081,99.99033115557215,100,100,100,0.5,2.8,20,1,7,15,12,13.5
28,-1.50452136993408,48.522518157959,346.392919540405,-6.94719886779785,64.7378311157227,-1.475061487956971,17.040636909186176,0.9719319349219457,-0.23526222365454819,0.23526222365454819,0.9719319349219457,94.94727138665131,-4.947271386651309,3.6043594637148573,-1.7269234937354159,60.55688369775095,99.99999879055147,100,100,100,0.5,2.8,20,1,7,15,12,13.5
29,-2.08392071723938,50.917896270752,346.39669418335,-7.75603246688843,67.2068939208984,-1.6818516463767348,17.166119864039207,0.9719474318756988,-0.2351981923192312,0.23519819231923123,0.9719474318756988,95.59569853369847,-5.595698533698467,3.74831284928997,-1.9532672672411424,58.19003549935566,99.99999955846994,100,100,100,0.5,2.8,20,1,7,15,12,13.5
30,-2.75002551078796,53.6724014282227,346.401588439941,-8.16306972503662,69.7228775024414,-1.4875927959490078,16.873230204910936,0.971967519169029,-0.2351151668446832,0.23511516684468323,0.9719675191690291,95.03833483440879,-5.038334834408786,3.438678516179415,-1.7587106335671323,60.2069890651967,99.99999614284026,100,100,100,0.5,2.8,20,1,7,15,12,13.5
31,-3.47138929367065,56.6565361022949,346.406672477722,-8.12973213195801,72.2273330688477,-0.8682675022699384,16.229478972448096,0.9719883778633567,-0.2350289201323116,0.2350289201323116,0.9719883778633567,93.06237076672595,-3.062370766725948,2.7526882752556645,-1.06896905592382,69.52179279305452,99.99953041086982,100,100,100,0.5,2.8,20,1,7,15,12,13.5
32,-4.27871131896973,59.9976196289063,346.412166595459,-7.7590708732605,74.599494934082,0.047554551159122216,15.01084286839707,0.9720109104221217,-0.2349357146547927,0.2349357146547927,0.9720109104221218,89.81848681071594,0.18151318928406113,1.5109181949354156,0.06336005577605111,94.33591778446653,97.27858621170851,100,100,100,0.5,2.8,20,1,7,15,12,13.5
33,-5.11691427230835,63.4679527282715,346.417618751526,-7.28898334503174,76.8226165771484,1.0249288594962254,13.491273157347036,0.9720332620515649,-0.23484321890442894,0.23484321890442894,0.9720332620515649,85.65559800415716,4.344401995842844,0.03014894866944573,1.5164823771534128,0.07091000762238447,0.11248755541077293,100,4.387970671274324,-4.104330640784786,0.5,2.8,20,1,7,15,12,13.5
34,-5.91974878311157,66.8162460327148,346.985675811768,-6.81872940063477,78.9408798217773,1.8545133717015543,12.015643587579428,0.9743137956166962,-0.22519464396602987,0.22519464396602987,0.9743137956166961,81.22611050258442,8.773889497415581,-1.342084443887659,3.062665198721048,3.762824812792368e-06,7.5843700774556744e-06,100,8.57547008206856,-8.575455030769309,0.5,2.8,20,1,7,15,12,13.5
35,-6.63326644897461,69.9452362060547,348.539664268494,-6.25511074066162,81.4624328613281,2.6589624090029855,11.212436820044045,0.980062486654714,-0.19868951218466116,0.19868951218466116,0.980062486654714,76.65908988314783,13.340910116852172,-1.9765968335751456,4.656856135033837,3.755565795124242e-08,8.932292617499768e-08,100,13.039197253206058,-13.039197102983426,0.5,2.8,20,1,7,15,12,13.5
36,-7.12993049621582,72.7481155395508,356.324536800385,-5.70510864257813,83.6028060913086,2.1177305895566025,10.741026088744025,0.9979431625933307,-0.0641049470261159,0.0641049470261159,0.9979431625933307,78.846460731999,11.153539268000998,-2.5521954580370974,3.8933196695419126,7.183002266000579e-10,1.588941095438646e-09,100,10.901295076153955,-10.901295073280755,0.5,2.8,20,1,7,15,12,13.5
37,-7.2529354095459,75.0554504394531,3.19996118545532,-4.89494657516479,85.8644638061523,1.7509441803384054,10.923784865232705,0.9984408019975618,0.05582082860783988,-0.05582082860783988,0.9984408019975616,80.8936725913078,9.106327408692195,-2.4367779871979405,3.1787079209256417,1.7436647352603506e-09,3.5643799530040884e-09,100,8.900382182079126,-8.900382175104466,0.5,2.8,20,1,7,15,12,13.5
38,-7.12979125976563,76.9035415649414,7.97306776046753,-3.76171040534973,88.1629104614258,1.773762810614537,11.617707264373804,0.9903333785244741,0.13870760390224007,-0.1387076039022401,0.990333378524474,81.3192584563203,8.680741543679702,-1.7476659088926922,3.030150429037319,2.2093594214782304e-07,4.4353408628087766e-07,100,8.484421643176377,-8.484420759432608,0.5,2.8,20,1,7,15,12,13.5
39,-6.90764665603638,78.3500137329102,11.5517435073853,-2.34523749351501,90.5405883789063,2.0287972528433356,12.857280788437242,0.9797442569428473,0.20025281767682646,-0.20025281767682646,0.9797442569428471,81.03302449115809,8.966975508841912,-0.4836376984250297,3.1300649314997053,0.0015193523127383071,0.003087713033838802,100,8.76722051282465,-8.761143103573698,0.5,2.8,20,1,7,15,12,13.5
40,-6.64549160003662,79.5244598388672,14.9283332824707,-0.774019241333008,93.045768737793,2.1900700745405213,14.577502360411145,0.9662488066704482,0.25761064342906126,-0.25761064342906126,0.9662488066704481,81.45599356279465,8.544006437205354,1.241098398667262,2.9824208728164714,42.28902641842715,84.39199714975976,100,92.92883128074041,76.22727439296818,0.5,2.8,20,1,7,15,12,13.5
41,-6.26110458374023,80.923095703125,15.5503759384155,0.885169565677643,95.6088180541992,2.947656089602422,16.063965848099542,0.9633951178517351,0.26808552161472937,-0.26808552161472937,0.9633951178517351,79.60218540095674,10.397814599043258,2.8321668859792943,3.629521995304778,46.47621530095623,99.9997307851257,100,100,82.78976901505908,0.5,2.8,20,1,7,15,12,13.5
42,-5.75099325180054,82.8406524658203,13.6569557189941,3.19065475463867,98.7056427001953,4.94298465768882,17.527632095686094,0.9717267738848783,0.23610818900513958,-0.2361081890051396,0.9717267738848782,74.25096547613575,15.749034523864255,4.711287274870834,5.4974501290337745,39.2309226892151,99.99999999947826,100,93.85470573972476,63.06898501713563,0.5,2.8,20,1,7,15,12,13.5
43,-5.17049360275269,85.2498626708984,13.0997915267944,5.25084209442139,100.98087310791,6.584740775782652,17.683611508917178,0.9739767919533229,0.22664776358109878,-0.22664776358109878,0.9739767919533228,69.57647941800812,20.42352058199188,5.369788739743825,7.129153580091736,35.07335699481112,99.9999999999948,100,90.1083440138791,50.18508396536538,0.5,2.8,20,1,7,15,12,13.5
44,-4.52061223983765,87.9323577880859,15.1419830322266,7.50711011886597,103.066268920898,7.65698035278081,17.750268256875493,0.9652814890781091,0.2612118811293782,-0.2612118811293782,0.9652814890781091,66.66595358235809,23.334046417641915,5.831357203101728,8.145118756020786,33.06780175033861,99.9999999999998,100,88.94193601753543,43.32927098381902,0.5,2.8,20,1,7,15,12,13.5
45,-3.73742818832397,90.6965789794922,19.0853424072266,9.93881130218506,104.943885803223,8.265962533509539,17.93597339778082,0.9450325911830593,0.3269761483683981,-0.3269761483683981,0.9450325911830593,65.25694099772342,24.74305900227658,6.249057656791749,8.63695693209899,32.21291606216214,100.0,100,88.60931153420144,40.24235271444711,0.5,2.8,20,1,7,15,12,13.5
46,-2.71457958221436,93.5570678710938,23.9856014251709,12.4442491531372,106.619506835938,8.539854559939208,18.096637379167582,0.9136476427458228,0.4065070539424888,-0.40650705394248876,0.9136476427458227,64.73724231538316,25.262757684616847,6.510432287634366,8.818365994601264,31.91393759447465,100.0,100,88.51929997383283,39.13645040406576,0.5,2.8,20,1,7,15,12,13.5
47,-1.42381727695465,96.3909454345703,29.1826019287109,14.933765411377,108.193786621094,8.526316337852831,18.280577156828816,0.8730701773786183,0.4875945706958477,-0.4875945706958478,0.8730701773786183,64.99499749963586,25.005002500364142,6.671206495396046,8.728392462015378,32.06117677840388,100.0,100,88.56185245045083,39.682854663164704,0.5,2.8,20,1,7,15,12,13.5
48,0.14803072810173,99.1481399536133,34.5806694030762,17.3846321105957,109.725570678711,8.187984802100537,18.491602765682714,0.8233279022611557,0.5675660008829325,-0.5675660008829324,0.8233279022611557,66.11648838216799,23.883511617832013,6.723314959799094,8.336918293389726,32.72639898704285,100.0,100,88.79616919557694,42.109426752594466,0.5,2.8,20,1,7,15,12,13.5
49,2.03242826461792,101.847290039063,39.580940246582,20.3492546081543,111.576240539551,7.918268008334449,19.1692367320246,0.7707252427047901,0.6371676390539952,-0.6371676390539952,0.7707252427047901,67.55586837725885,22.444131622741153,7.240265310265777,7.834479891356219,33.644145827768604,100.0,100,89.22483535133462,45.3517479597398,0.5,2.8,20,1,7,15,12,13.5
50,4.0967698097229,104.324584960938,44.0830230712891,22.6006660461426,112.982841491699,7.268400521817257,19.092667072336944,0.7183324674961382,0.6956999828524575,-0.6956999828524575,0.7183324674961381,69.15863689397425,20.841363106025753,6.929380364579167,7.275008136076428,34.76288288291834,100.0,100,89.89578854685068,49.15574298482268,0.5,2.8,20,1,7,15,12,13.5
51,6.47929096221924,106.774948120117,48.0454750061035,24.7375144958496,114.319541931152,6.5956322926979825,18.622063715846338,0.6685405701000597,0.7436756726761252,-0.7436756726761252,0.6685405701000597,70.49668196947371,19.503318030526287,6.255597241731799,6.807942293925193,35.78752814113263,100.0,100,90.63729470525581,52.512817859274726,0.5,2.8,20,1,7,15,12,13.5
52,9.02849864959717,109.068305969238,51.2661514282227,26.7813282012939,115.599487304688,6.013290211816613,17.934871829946196,0.625703601312053,0.7800608971773468,-0.7800608971773468,0.625703601312053,71.46447958133102,18.535520418668984,5.416111829023613,6.470117197528231,36.58779964965018,99.99999999999625,100,91.29192745237941,55.05927114622131,0.5,2.8,20,1,7,15,12,13.5
53,11.8155403137207,111.30672454834,54.0398597717285,28.7495536804199,116.833389282227,5.470605568727278,16.95220653766782,0.5872222897151029,0.809425711515116,-0.8094257115151159,0.5872222897151029,72.11471622218514,17.885283777814863,4.3130522871387065,6.243141791527986,37.15664613696058,99.99999999152543,100,91.79408929019952,56.832495257642805,0.5,2.8,20,1,7,15,12,13.5
