time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,linear_distance_error,omega,v,v_without_angle_error,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length,proportional_gain,max_follower_distance,min_follower_distance,optimal_follower_distance
0,1.00003349781036,0.928261876106262,0.0395646803081036,0.0,0.0,-0.999392263105149,-0.9289522118067804,0.9999997615814491,0.0006905338839966712,-0.0006905338839966712,0.9999997615814491,-137.09201417387158,-132.90798582612842,-12.135545124463569,-46.39363909719793,5.251305249283583e-07,3.615158079187448e-06,100,-100,100,0.5,2.8,20,15,12,13.5
1,0.977650046348572,0.926595151424408,353.784320831299,0.999845027923584,15.1571273803711,1.5628242120532745,14.144473147435278,0.9941213723882654,-0.10827140416966922,0.10827140416966922,0.9941213723882653,83.69495820458853,6.305041795411469,0.7305495373965663,2.200874776115697,0.7711403652435518,1.379646358111759,100,7.7047301036110545,-4.620168642636847,0.5,2.8,20,15,12,13.5
2,0.951280772686005,0.92207807302475,346.817231178284,0.998993694782257,16.3946838378906,3.575108098525143,15.053983119485515,0.9736475332666692,-0.2280580648951716,0.2280580648951716,0.9736475332666692,76.64054856640418,13.359451433595822,1.97267933093344,4.663328275530474,1.9416444580953247,4.6206766240662525,100,16.940608087675976,-9.174030255294678,0.5,2.8,20,15,12,13.5
3,0.944202303886414,0.969399571418762,348.089311599731,0.997516989707947,17.7977523803711,3.52531539472521,16.455043363237056,0.978470501143626,-0.20638672048303242,0.20638672048303242,0.9784705011436261,77.90779078790847,12.092209212091532,3.3284372631061103,4.220977291819731,6.924275267748177,15.821593665148109,100,25.6672869525916,2.0298141184011094,0.5,2.8,20,15,12,13.5
4,0.921350359916687,1.13366270065308,350.467701911926,0.986702978610992,19.7132434844971,3.141294915542651,18.31221885304296,0.9861924061854727,-0.16560355667106763,0.16560355667106766,0.9861924061854728,80.26616809733376,9.733831902666239,5.079695720548173,3.397748310743802,24.7922429147072,51.991339141333704,100,59.09818109949704,40.070790559331755,0.5,2.8,20,15,12,13.5
5,0.842918515205383,1.73316311836243,353.041676044464,0.904752850532532,21.9444370269775,2.509921147505135,20.054917410136497,0.9926345348957636,-0.12114734884540795,0.12114734884540797,0.9926345348957636,82.86638598577001,7.133614014229991,6.711368496321313,2.4901010422944596,45.338947562533995,84.7013700254669,100,97.65017804349247,83.70561220664351,0.5,2.8,20,15,12,13.5
6,0.687577128410339,3.03545951843262,352.696148872375,0.612161815166473,25.0941963195801,2.729552022648888,21.8893376438718,0.9918858997199342,-0.12713127835736093,0.1271312783573609,0.991885899719934,82.89203326790424,7.107966732095762,8.55886571725232,2.481148451945855,52.11306721838187,97.23170630024856,100,100,97.27891877131535,0.5,2.8,20,15,12,13.5
7,0.424950838088989,4.95735454559326,351.570557594299,0.217980310320854,27.7775936126709,3.1405153089137077,22.604055199729533,0.9891971351172257,-0.14659136357873573,0.14659136357873573,0.9891971351172257,82.0901933682202,7.909806631779802,9.3211776181235,2.761043378412806,50.88790184325147,98.68899266601665,100,100,94.04488222694708,0.5,2.8,20,15,12,13.5
8,0.0797260999679565,7.33418130874634,351.871528625488,-0.301803112030029,30.5810871124268,2.9092576650194513,23.067301832319398,0.989953518955434,-0.14139317631255502,0.14139317631255505,0.989953518955434,82.81178499370185,7.188215006298151,9.750036429752107,2.509160384023353,52.92456583995094,99.14228243761539,100,100,98.82348260463648,0.5,2.8,20,15,12,13.5
9,-0.316341310739517,10.1370630264282,352.207413196564,-0.946903169155121,33.4740753173828,2.5394655732248594,23.207000356096437,0.9907653916956535,-0.13558738369833132,0.1355873836983313,0.9907653916956533,83.75515823268864,6.244841767311358,9.845529570464972,2.1798610021128955,55.6409113762765,99.219789934461,100,100,100,0.5,2.8,20,15,12,13.5
10,-0.735327184200287,13.1966238021851,352.301320552826,-1.71652293205261,36.4146270751953,2.138009855943859,23.140167132866665,0.9909862875645252,-0.13396334520711242,0.13396334520711242,0.9909862875645252,84.72120753632292,5.278792463677078,9.738726752580824,1.8426461804125638,58.796996738931156,99.1326114853886,100,100,100,0.5,2.8,20,15,12,13.5
11,-1.18248450756073,16.5048904418945,352.318036556244,-2.81799650192261,39.9400100708008,1.511837523526519,23.443422932825065,0.9910253291006021,-0.133674219956742,0.133674219956742,0.9910253291006019,86.31017504165487,3.689824958345128,9.992120625964166,1.287991886907702,65.66490624947951,99.32545624208832,100,100,100,0.5,2.8,20,15,12,13.5
12,-1.65493524074554,20.0140705108643,352.324016571045,-3.78846788406372,42.6701126098633,0.9117706827233594,22.73800517534125,0.991039275407817,-0.13357078497616479,0.13357078497616479,0.991039275407817,87.70372823501808,2.296271764981924,9.256278367336769,0.8015500563903201,73.46220340478803,98.60231627318433,100,100,100,0.5,2.8,20,15,12,13.5
13,-2.14858174324036,23.6856918334961,352.329412937164,-4.84145450592041,45.310417175293,0.21763652881125983,21.79066185698507,0.9910518512906155,-0.13347744398752917,0.13347744398752917,0.9910518512906155,89.42777139813323,0.5722286018667688,8.291748663752,0.19974546353317774,88.02329859069701,96.41446540570121,100,100,100,0.5,2.8,20,15,12,13.5
14,-2.66943192481995,27.5629539489746,352.335198402405,-5.97473907470703,47.8686561584473,-0.5674541162112998,20.56513052233985,0.9910653241787883,-0.13337737143306289,0.13337737143306289,0.9910653241787883,91.58056270055899,-1.5805627005589855,7.072957919921947,-0.5517204631793503,71.30614598826797,88.82469147542973,100,100,100,0.5,2.8,20,15,12,13.5
15,-3.1944260597229,31.4740943908691,352.341038227081,-7.17009305953979,50.3479385375977,-1.4247625354216233,19.23533136408347,0.991078913408564,-0.13327635723150685,0.13327635723150685,0.9910789134085639,94.23616721148976,-4.236167211489757,5.788025325793058,-1.4787013101104645,43.661832697545115,68.74071725544101,100,83.18330172678093,91.46402906339954,0.5,2.8,20,15,12,13.5
16,-3.74255466461182,35.5236053466797,351.867809295654,-8.338623046875,52.7751770019531,-2.109488739110815,17.728243748635578,0.9899443383950228,-0.14145743840336023,0.14145743840336025,0.9899443383950228,96.7857353410173,-6.7857353410173005,4.353306952816098,-2.3686684773938422,18.72814630773841,34.373513804186864,100,30.82402087877406,44.088564352179574,0.5,2.8,20,15,12,13.5
17,-4.29206943511963,39.3260231018066,350.573956489563,-9.65264987945557,55.820873260498,-2.5867669558318824,17.15005950934558,0.9864978206906458,-0.16377438680271902,0.16377438680271902,0.9864978206906456,98.57734567938978,-8.57734567938978,3.8440452160930008,-2.9940584637412315,11.97905499820835,23.940309886555983,100,15.574746297941251,32.341473694892144,0.5,2.8,20,15,12,13.5
18,-4.90835428237915,43.0283737182617,348.734002113342,-10.5889005661011,58.2416763305664,-2.5989523661031853,16.02992916558869,0.9807307698727475,-0.19536416515013116,0.19536416515013116,0.9807307698727477,99.20930047465336,-9.20930047465336,2.7392482108952407,-3.2146523017635547,4.599504109071082,9.442606402342463,100,0.19798177320421217,18.200034663080118,0.5,2.8,20,15,12,13.5
19,-5.57293653488159,46.3850975036621,346.476128578186,-11.4249591827393,60.6641387939453,-2.3506006542842637,15.251618465091841,0.972272574518604,-0.23385046683503952,0.23385046683503952,0.9722725745186039,98.76156693494781,-8.761566934947808,1.9316943088130145,-3.058363812974142,2.205652553269227,4.443371134920226,100,-4.152113569789143,12.97472378286605,0.5,2.8,20,15,12,13.5
20,-6.36663293838501,49.3678779602051,338.406801223755,-12.3117618560791,63.0243263244629,-0.5021341474600778,14.88593299298356,0.9298201771016239,-0.36801418213800474,0.36801418213800474,0.929820177101624,91.93197582922299,-1.931975829222992,1.3943996110498524,-0.6743867857777779,2.044263856154144,2.6452385552131705,100,2.2002447121305098,5.976810712486066,0.5,2.8,20,15,12,13.5
21,-7.28231620788574,51.7165107727051,334.764539718628,-13.4576950073242,65.217041015625,0.16978392085743632,14.844891160825906,0.9045633649578323,-0.42633920623860466,0.4263392062386047,0.9045633649578323,89.34472554530174,0.6552744546982582,1.345862055015493,0.2287339347739006,2.2761504023467714,2.523073383203849,100,5.192755822060464,3.9118457873266212,0.5,2.8,20,15,12,13.5
22,-8.14412593841553,53.5800094604492,334.268465042114,-14.8586349487305,67.1696243286133,-0.14868751427665838,15.157181648899178,0.9008382037309579,-0.43415496161944434,0.4341549616194443,0.9008382037309581,90.56203679417195,-0.5620367941719451,1.6579109218463106,-0.19618785151308238,3.1228909484895317,3.415517482311367,100,5.696455912742433,6.795107881215694,0.5,2.8,20,15,12,13.5
23,-8.92387962341309,55.2029151916504,334.14416885376,-16.6777229309082,69.2907638549805,-0.83381264181443,16.059088469661933,0.8998942386012341,-0.43610819681852503,0.436108196818525,0.899894238601234,92.97221627921036,-2.9722162792103575,2.5807203196274244,-1.0374992030719166,5.724654581044747,8.17142898492053,100,8.544311393488126,14.35430693069086,0.5,2.8,20,15,12,13.5
24,-9.59401512145996,56.5708084106445,333.301368713379,-18.1094837188721,70.9314880371094,-1.15534769138484,16.655554523326085,0.8933821216545315,-0.44929765713616626,0.44929765713616626,0.8933821216545313,93.96808627531875,-3.9680862753187536,3.195578000401074,-1.385123410150209,9.150158656715957,14.13136298367382,100,14.42197176501133,22.1786628618525,0.5,2.8,20,15,12,13.5
25,-10.2630405426025,57.873706817627,331.746297836304,-19.6850833892822,72.7294311523438,-1.2671500501624173,17.54599007363616,0.8808601528417984,-0.4733765849041581,0.4733765849041581,0.8808601528417984,94.13066020448498,-4.1306602044849825,4.091686585252852,-1.4418724169873038,18.38833020865695,28.734508870496473,100,32.73941764974945,40.81390318487835,0.5,2.8,20,15,12,13.5
26,-11.0208692550659,59.2502975463867,329.959520339966,-21.3918418884277,74.674201965332,-1.2564725602096258,18.543871699085393,0.8656719360030118,-0.5006117250093105,0.5006117250093105,0.8656719360030117,93.87625137707332,-3.8762513770733165,5.086390205919489,-1.3530669832978723,34.00221609051417,52.158412913824435,100,64.2158446277943,71.79301973426237,0.5,2.8,20,15,12,13.5
27,-12.0283527374268,60.9683074951172,329.037311553955,-23.2353935241699,76.7815093994141,-1.4744931950794644,19.325656197900425,0.8575025165968301,-0.5144797702826645,0.5144797702826645,0.8575025165968302,94.36305371964627,-4.363053719646274,5.8818244152036065,-1.5229930569842618,44.522988901115326,70.72001420419724,100,84.78159724267472,93.31035836178658,0.5,2.8,20,15,12,13.5
28,-13.322301864624,63.1553497314453,330.237846374512,-25.1934299468994,79.0496292114258,-2.4153188137205417,19.690557055644827,0.8680935371253155,-0.496400655520577,0.49640065552057694,0.8680935371253155,96.99318432232475,-6.993184322324751,6.338140087556514,-2.4410818324683063,42.70497958465457,79.21839131265487,100,78.5749300383979,92.2449883002204,0.5,2.8,20,15,12,13.5
29,-14.7565412521362,65.7265472412109,333.04287147522,-27.6285438537598,81.9617309570313,-4.113614472288671,20.306349185316947,0.8913459723942823,-0.45332367850851485,0.45332367850851485,0.8913459723942824,101.4518753161696,-11.451875316169605,7.218823356133065,-3.997458595900525,40.345663818762986,90.1927165404866,100,69.49844356900451,91.88421170604744,0.5,2.8,20,15,12,13.5
30,-16.1826572418213,68.5372848510742,334.744104385376,-29.3812236785889,83.9913787841797,-5.343260338944555,19.608180543571052,0.9044112476444381,-0.4266618041660524,0.4266618041660524,0.904411247644438,105.24308244756784,-15.243082447567843,6.823168436024346,-5.320839537260296,34.24431390800639,86.09458800701213,100,53.59027711168395,83.38697852034161,0.5,2.8,20,15,12,13.5
31,-17.6401195526123,71.5722122192383,334.179798126221,-30.9912109375,85.7723236083984,-5.833351188040882,18.5974949535995,0.90016525765135,-0.4355485149985919,0.4355485149985919,0.90016525765135,107.41472551616465,-17.41472551616465,5.990890298603009,-6.078885971762843,27.409566082297996,72.92637371229972,100,37.798251443660035,71.84001288553195,0.5,2.8,20,15,12,13.5
32,-19.1485958099365,74.6150207519531,331.125354766846,-32.552806854248,87.4456481933594,-5.541931978366534,17.708327538414498,0.8756783054048847,-0.48289492174098225,0.48289492174098225,0.8756783054048848,107.3778375957376,-17.377837595737603,5.055265405286203,-6.066009658449529,19.329376083794696,51.38128358287245,100,21.67392512393071,55.64357921124807,0.5,2.8,20,15,12,13.5
33,-20.7433547973633,77.4399337768555,325.970813751221,-34.1453437805176,89.2923278808594,-4.474154227426478,17.322658532985564,0.8287526143010484,-0.5596151394388625,0.5596151394388624,0.8287526143010486,104.48204870508239,-14.482048705082393,4.391130615509347,-5.05518864675738,14.317590761276746,35.231714972052764,100,14.480653311632828,42.789709733474155,0.5,2.8,20,15,12,13.5
34,-22.5186252593994,80.0366592407227,320.244083404541,-35.6611099243164,91.3626174926758,-2.860465508866544,17.111983244648993,0.7687757968996445,-0.6395183923088659,0.639518392308866,0.7687757968996448,99.48990793837001,-9.48990793837001,3.849415940963631,-3.312602784714076,11.575319061856492,24.03824184527611,100,13.875350326513571,32.4259259209124,0.5,2.8,20,15,12,13.5
35,-24.4110794067383,82.2571792602539,313.374835968018,-37.0398368835449,93.6459121704102,-0.39482996756570365,17.000966502042985,0.6867683364316484,-0.7268763664302933,0.7268763664302934,0.6867683364316484,91.33039642088701,-1.3303964208870127,3.5055506440360737,-0.46439595802453265,15.14349779788104,18.325484241726215,100,28.986686913293386,31.58730427823077,0.5,2.8,20,15,12,13.5
36,-26.4709758758545,84.1840667724609,308.694599151611,-38.5185394287109,96.6423797607422,2.1918161714680897,17.191547107360165,0.6251690881690329,-0.7804893408611676,0.7804893408611677,0.6251690881690329,82.73433945555504,7.265660544444955,3.8307054119009436,2.536193976656165,12.602255001264409,23.69825144577505,100,32.30585313716608,18.103166867891556,0.5,2.8,20,15,12,13.5
37,-28.5773983001709,85.9126281738281,308.806148529053,-39.5939292907715,98.8569946289063,3.183244139608486,16.6969318959462,0.6266874401313756,-0.779270718288313,0.7792707182883132,0.6266874401313756,79.20617839206959,10.793821607930411,3.497663898024854,3.767754518625883,8.338712619280589,18.20773609407081,100,27.22713789071365,6.127712586408705,0.5,2.8,20,15,12,13.5
38,-30.4776935577393,87.5051498413086,313.321468353271,-40.7061538696289,100.854835510254,2.6944518528700634,16.600464964093995,0.6860909964632622,-0.7275157349309003,0.7275157349309003,0.6860909964632622,80.78061802613813,9.219381973861871,3.3177141077955987,3.218171408858069,7.63421880328208,15.679301628726808,100,24.279317551366752,6.257557661761567,0.5,2.8,20,15,12,13.5
39,-32.0719108581543,89.0540084838867,318.305000305176,-41.8876495361328,102.759376525879,1.7869586431884823,16.762834419284854,0.7466962352850818,-0.6651651916712764,0.6651651916712764,0.7466962352850817,83.91511176538107,6.08488823461893,3.357812401400931,2.1240266861993105,9.175014582788597,16.216761542704255,100,24.29730388693526,12.402754444219125,0.5,2.8,20,15,12,13.5
40,-33.4276962280273,90.6084823608398,321.953136444092,-43.2543334960938,104.829681396484,1.0260625633131983,17.2555062987363,0.7875069261776033,-0.6163058017107278,0.6163058017107277,0.7875069261776032,86.59703340516205,3.402966594837949,3.785985711250632,1.1878594283060415,15.481382099526503,22.899153962500304,100,34.288770598309924,27.63675779979609,0.5,2.8,20,15,12,13.5
41,-34.6371612548828,92.1727066040039,324.013076782227,-45.1651153564453,107.582046508789,0.5358313532102503,18.654716792991685,0.8091511252387287,-0.5876005926859664,0.5876005926859663,0.8091511252387288,88.35470908718051,1.6452909128194904,5.162410719566996,0.5743148716368617,43.07853045118192,54.05136657868302,100,87.76514254294705,84.54897926178063,0.5,2.8,20,15,12,13.5
