time,follower_world_cs_x,follower_world_cs_z,follower_compass_heading,leader_world_cs_x,leader_world_cs_z,leader_follower_cs_x,leader_follower_cs_z,follower_FT_R11,follower_FT_R21,follower_FT_R12,follower_FT_R22,x_relative_error_heading,compass_relative_error_heading,omega,v,v_max,left_wheel_velocity,right_wheel_velocity,follower_wheel_radius,follower_axle_length
16,12.2348022460938,23.2236232757568,26.5407657623291,6.67966413497925,37.6122703552246,-11.399062244295818,10.39009644621763,0.8946166668036374,0.4468344430291266,-0.4468344430291266,0.8946166668036373,137.65123664488513,-47.65123664488514,-8.316709721002216,0.0,25,-23.286787218806204,23.286787218806204,0.5,2.8
17,13.5506925582886,25.8591957092285,26.5407657623291,7.54625368118286,39.8956413269043,-11.643638453945302,9.874248090901665,0.8946166668036374,0.4468344430291266,-0.4468344430291266,0.8946166668036373,139.70078831002823,-49.70078831002823,-8.674423968467009,0.0,25,-24.288387111707625,24.288387111707625,0.5,2.8
18,14.885066986084,28.5317707061768,26.5407657623291,8.82091045379639,42.9880561828613,-11.884661773135017,10.223159920967145,0.8946166668036374,0.4468344430291266,-0.4468344430291266,0.8946166668036373,139.29795479340143,-49.29795479340143,-8.60411625644176,0.0,25,-24.091525518036924,24.091525518036924,0.5,2.8
19,16.2605247497559,31.2866268157959,26.5407199859619,9.94591522216797,45.5783996582031,-12.035203324889602,9.96408276729165,0.8946170238009826,0.4468337282764945,-0.4468337282764945,0.8946170238009826,140.37825311065637,-50.378253110656374,-8.792663881840289,0.0,25,-24.61945886915281,24.61945886915281,0.5,2.8
20,17.6223068237305,34.0140800476074,26.5406360626221,11.1274662017822,48.192699432373,-12.145866020221955,9.782338216468402,0.8946176782946319,0.4468324178959292,-0.44683241789592915,0.8946176782946319,141.1518660678449,-51.15186606784491,-8.927684814230588,0.0,25,-24.997517479845644,24.997517479845644,0.5,2.8
21,18.9939384460449,36.7612762451172,26.5405521392822,12.1912755966187,50.5278739929199,-12.237131015217372,9.276209350223548,0.8946183327863628,0.44683110751440386,-0.44683110751440386,0.8946183327863627,142.8364928220962,-52.836492822096204,-9.221707649519292,0.0,25,-25.820781418654015,25.820781418654015,0.5,2.8
22,20.3735599517822,39.5244941711426,26.5404605865479,13.1048107147217,52.6102294921875,-12.349856413683451,8.45885517816161,0.8946190467751518,0.44682967800619394,-0.44682967800619394,0.8946190467751516,145.59137169884335,-55.591371698843346,-9.7025247184481,0.0,25,-27.167069211654677,27.167069211654677,0.5,2.8
23,21.7596740722656,42.3007278442383,26.540376663208,13.8853511810303,54.491081237793,-12.491520100189746,7.387259467606258,0.8946197012628693,0.44682836762266404,-0.44682836762266404,0.8946197012628692,149.40069639203622,-59.400696392036224,-10.367377300185485,0.0,25,-29.028656440519356,29.028656440519356,0.5,2.8
24,23.151050567627,45.0875396728516,26.5402927398682,14.7138366699219,56.6474571228027,-12.713387194770434,6.571762004299854,0.8946203557486667,0.44682705723817706,-0.4468270572381771,0.8946203557486666,152.6648029803468,-62.6648029803468,-10.93707137120607,0.0,25,-30.623799839376993,30.623799839376993,0.5,2.8
25,24.5467128753662,47.8829231262207,26.5402088165283,15.2859516143799,58.3470573425293,-12.960516181195278,5.2234877569379075,0.8946210102325455,0.44682574685272985,-0.44682574685272985,0.8946210102325454,158.0490450007123,-68.04904500071231,-11.876798881002168,0.0,25,-33.255036866806066,33.255036866806066,0.5,2.8
26,25.9458541870117,50.6852645874023,26.5401172637939,15.7681999206543,60.0252265930176,-13.27847275535294,3.808109493855186,0.8946217242127693,0.4468243173402401,-0.44682431734024003,0.8946217242127693,163.9977325532438,-73.9977325532438,-12.915040720642942,0.0,25,-36.162114017800235,36.162114017800235,0.5,2.8
27,27.3478164672852,53.4932670593262,26.5400409698486,16.1765613555908,61.7306022644043,-13.674686023231226,2.3777287939169662,0.8946223191945442,0.4468231260789611,-0.4468231260789611,0.894622319194544,170.13613489936577,-80.13613489936577,-13.986394038162675,0.0,25,-39.161903306855486,39.161903306855486,0.5,2.8
28,28.7250385284424,56.2517242431641,26.5399494171143,16.5227603912354,63.4979934692383,-14.154229388055917,1.0304367349838435,0.8946230331705797,0.4468216965643813,-0.4468216965643813,0.8946230331705796,175.836177109162,-85.83617710916201,-14.981239078798652,0.0,25,-41.947469420636224,41.947469420636224,0.5,2.8
29,30.1311111450195,59.0679740905762,26.5398654937744,16.8397808074951,65.4790344238281,-14.75533141418021,-0.2033509171336183,0.8946236876466065,0.44682038617501246,-0.44682038617501246,0.8946236876466065,-179.21042696816968,-90.78957303183032,-15.845769758852896,0.0,25,-44.368155324788106,44.368155324788106,0.5,2.8
30,31.5386905670166,61.8872680664063,26.5397815704346,17.1819400787354,67.7921447753906,-15.48231001430068,-1.1322235433661527,0.8946243421207131,0.4468190757846864,-0.4468190757846864,0.8946243421207131,-175.81739706586913,-94.18260293413087,-16.437965192990557,0.0,25,-46.02630254037356,46.02630254037356,0.5,2.8
31,32.9475021362305,64.7090225219727,26.5396881103516,17.6631870269775,71.0208511352539,-16.493967705910702,-1.1825811256525531,0.8946250709646187,0.44681761648523993,-0.44681761648524,0.8946250709646186,-175.8990364052948,-94.1009635947052,-16.423716440269246,0.0,25,-45.986406032753884,45.986406032753884,0.5,2.8
32,34.3573112487793,67.5327911376953,26.5396060943604,18.1542015075684,73.5730361938477,-17.194598729292796,-1.836055599021849,0.8946257105603705,0.4468163358745423,-0.4468163358745423,0.8946257105603708,-173.90499759522103,-96.09500240477897,-16.771741866752617,0.0,25,-46.96087722690732,46.96087722690732,0.5,2.8
33,35.7679328918457,70.3581695556641,26.5395126342773,18.8317794799805,76.0574417114258,-17.69805020881768,-2.4686057404620607,0.8946264393998077,0.4468148765728622,-0.4468148765728621,0.8946264393998079,-172.05935332203774,-97.94064667796226,-17.09386756062888,0.0,25,-47.86282916976086,47.86282916976086,0.5,2.8
34,37.2063484191895,73.2392578125,26.5394287109375,19.7078113555908,78.4577941894531,-17.986378208929743,-3.14993971514655,0.8946270938658443,0.4468135661785055,-0.44681356617850543,0.8946270938658443,-170.06657296748108,-99.93342703251892,-17.441673345189617,0.0,25,-48.83668536653092,48.83668536653092,0.5,2.8
35,38.6181449890137,76.0670776367188,26.5393447875977,20.7753448486328,80.7617340087891,-18.060294117222146,-3.772411920884057,0.8946277483299615,0.4468122557831902,-0.4468122557831903,0.8946277483299615,-168.2017633852069,-101.7982366147931,-17.76714401652386,0.0,25,-49.74800324626681,49.74800324626681,0.5,2.8
36,40.057544708252,78.9501495361328,26.5392608642578,22.419017791748,83.7084579467773,-17.905991442321078,-3.6241690333883048,0.89462840279216,0.4468109453869149,-0.4468109453869149,0.89462840279216,-168.55791889981467,-101.44208110018533,-17.70498315273346,0.0,25,-49.57395282765368,49.57395282765368,0.5,2.8
37,41.4701385498047,81.7795104980469,26.5391693115234,23.9833030700684,86.3026275634766,-17.665203926161457,-3.766772269473641,0.8946291167487327,0.4468095158626126,-0.4468095158626126,0.8946291167487326,-167.96302317626865,-102.03697682373135,-17.808812043552578,0.0,25,-49.86467372194721,49.86467372194721,0.5,2.8
38,42.8830032348633,84.609489440918,26.5390853881836,25.5981540679932,89.0715637207031,-17.457232057102416,-3.7311079459385152,0.8946297712069171,0.44680820546433453,-0.4468082054643346,0.8946297712069172,-167.93577103944367,-102.06422896055635,-17.81356843871058,0.0,25,-49.877991628389616,49.877991628389616,0.5,2.8
39,44.2960968017578,87.4399261474609,26.5390014648438,27.3306846618652,91.9863433837891,-17.20914445329769,-3.5128999343463923,0.8946304256631824,0.44680689506509774,-0.44680689506509774,0.8946304256631824,-168.46272763513653,-101.53727236486347,-17.721597162611168,0.0,25,-49.62047205531127,49.62047205531127,0.5,2.8
40,45.7093811035156,90.2707138061523,26.5389080047607,29.1241760253906,95.0106811523438,-16.955484342033273,-3.1698373228746926,0.8946311544872196,0.4468054357557262,-0.44680543575572623,0.8946311544872196,-169.4107590906008,-100.5892409093992,-17.55613445950791,0.0,25,-49.15717648662214,49.15717648662214,0.5,2.8
41,47.1227951049805,93.1017684936523,26.5388240814209,30.8017463684082,97.9901809692383,-16.785492215514285,-2.9189826097361884,0.8946318089394278,0.4468041253544633,-0.4468041253544633,0.894631808939428,-170.13496645165645,-99.86503354834355,-17.429736430331907,0.0,25,-48.80326200492934,48.80326200492934,0.5,2.8
42,48.5363388061523,95.9331893920898,26.5387420654297,32.4981346130371,101.710731506348,-16.92972013930586,-1.9971386098282178,0.894632448515868,0.44680284473412063,-0.44680284473412063,0.8946324485158681,-173.27211517156155,-96.72788482843845,-16.882200687461214,0.0,25,-47.2701619248914,47.2701619248914,0.5,2.8
43,49.9499626159668,98.7646408081055,26.5386581420898,33.6259078979492,104.669815063477,-17.242480643130488,-2.0106483268850193,0.8946331029642819,0.4468015343309607,-0.4468015343309607,0.8946331029642818,-173.34876941966053,-96.65123058033947,-16.868821997311535,0.0,25,-47.232701592472296,47.232701592472296,0.5,2.8
44,51.3908920288086,101.650917053223,26.5385646820068,34.8099594116211,107.569900512695,-17.47846553551117,-2.113039084627549,0.894633831779574,0.44680007501722374,-0.44680007501722374,0.8946338317795742,-173.10674481250382,-96.89325518749618,-16.911063259968838,0.0,25,-47.35097712791274,47.35097712791274,0.5,2.8
45,52.8046340942383,104.482765197754,26.5384826660156,36.1430130004883,110.371704101563,-17.53723138152634,-2.175944474314016,0.8946344713502163,0.44679879439398534,-0.4467987943939854,0.8946344713502163,-172.92713262181016,-97.07286737818984,-16.94241150101208,0.0,25,-47.438752202833825,47.438752202833825,0.5,2.8
46,54.2183952331543,107.314613342285,26.5383892059326,37.6345443725586,113.064598083496,-17.405574593222184,-2.2654816199692034,0.8946352001610394,0.44679733507801617,-0.44679733507801617,0.8946352001610391,-172.5841636192867,-97.4158363807133,-17.002270884275234,0.0,25,-47.60635847597065,47.60635847597065,0.5,2.8
47,55.6323356628418,110.146659851074,26.5383129119873,39.2645797729492,115.630012512207,-17.09312112875254,-2.40744664639982,0.894635795106885,0.44679614379879284,-0.44679614379879284,0.894635795106885,-171.9830226298999,-98.01697737010011,-17.107189779610195,0.0,25,-47.90013138290854,47.90013138290854,0.5,2.8
48,57.0734672546387,113.03337097168,26.5382213592529,41.316951751709,118.580322265625,-16.574702542579768,-2.0774227004781496,0.8946365090398063,0.4467947142626786,-0.4467947142626786,0.8946365090398063,-172.85597551499336,-97.14402448500665,-16.954830759013547,0.0,25,-47.473526125237925,47.473526125237925,0.5,2.8
49,58.4874038696289,115.865615844727,26.5381298065186,42.9590492248535,120.837524414063,-16.11365943775015,-2.4899101027868102,0.8946372229704426,0.44679328472542496,-0.44679328472542496,0.8946372229704425,-171.2160303881064,-98.78396961189361,-17.241055179175685,0.0,25,-48.274954501691916,48.274954501691916,0.5,2.8
50,59.9013442993164,118.697860717773,26.5380458831787,44.4677772521973,122.998497009277,-15.728943443313105,-3.048081768388035,0.8946378774048535,0.4467919743152717,-0.44679197431527173,0.8946378774048535,-169.03270038331465,-100.96729961668535,-17.62211815158768,0.0,25,-49.341930824445505,49.341930824445505,0.5,2.8
51,61.3152847290039,121.53010559082,26.5379600524902,45.8156089782715,125.011672973633,-15.422139086829443,-3.810365573720831,0.8946385467107881,0.44679063412207853,-0.4467906341220786,0.8946385467107881,-166.12180480331642,-103.87819519668358,-18.130165272114873,0.0,25,-50.76446276192164,50.76446276192164,0.5,2.8
52,62.7292251586914,124.362350463867,26.537878036499,46.9297943115234,126.925445556641,-15.279953556045834,-4.7659721856225765,0.8946391862679162,0.44678935349209103,-0.44678935349209103,0.8946391862679163,-162.67677112890453,-107.32322887109547,-18.73143707672053,0.0,25,-52.448023814817475,52.448023814817475,0.5,2.8
